campaign_id,brand_name,brand_category,region,platform,influencer_id,influencer_handle,influencer_category,influencer_tier,followers_start,posts_count,campaign_objective,impressions,avg_likes_per_post,avg_comments_per_post,avg_saves_shares_per_post,click_through_rate,landing_page_conv_rate,clicks,orders,new_customers,avg_order_value,revenue,influencer_fee,product_cost,other_campaign_costs,total_spend,cpm,cpc,cpa,roas,roi,campaign_success_label
CMP_00961,Brand_205,Gaming,India,Instagram,INF_3052,@creator_75564,Family,Micro,58480,4,Awareness,57603,121,27,86,0.0266,0.027,1534,41,29,1438.55,58980.5,98390.58,27360.34,11777.43,137528.35,2387.52,89.65,3354.35,0.43,-0.57,0
CMP_00962,Brand_600,Fashion,India,TikTok,INF_2459,@creator_98854,Fashion,Nano,3525,2,Traffic,3048,27,12,0,0.0279,0.0356,84,2,1,2568.2,5136.4,10010.61,3664.85,1001.94,14677.4,4815.42,174.73,7338.7,0.35,-0.65,0
CMP_00963,Brand_310,Gaming,India,Instagram,INF_2003,@creator_71594,Family,Nano,2633,5,Conversions,3975,52,13,30,0.0069,0.005,27,0,0,1376.57,0.0,15296.51,4934.5,3743.34,23974.35,6031.28,887.94,0.0,0.0,-1.0,0
CMP_00964,Brand_234,Tech,India,YouTube,INF_6947,@creator_92494,Travel,Macro,683931,3,Conversions,714503,1104,285,400,0.016,0.0506,11450,579,423,2742.44,1587872.96,683456.31,124073.38,161392.6,968922.29,1356.08,84.62,1673.44,1.64,0.64,0
CMP_00965,Brand_143,Fintech,SEA,YouTube,INF_6477,@creator_19363,Beauty,Nano,1249,1,Awareness,557,68,27,0,0.0264,0.024,14,0,0,1564.74,0.0,14435.2,5662.85,1178.15,21276.2,38197.84,1519.73,0.0,0.0,-1.0,0
CMP_00966,Brand_766,Gaming,India,Instagram,INF_4432,@creator_77165,Fashion,Micro,30772,4,Conversions,43705,120,29,55,0.0278,0.0139,1216,16,11,2667.64,42682.22,45104.18,13795.45,10354.14,69253.77,1584.57,56.95,4328.36,0.62,-0.38,0
CMP_00967,Brand_962,D2C,SEA,Instagram,INF_8661,@creator_46189,Beauty,Macro,144948,2,Awareness,85540,766,193,268,0.0275,0.0254,2350,59,46,886.96,52330.91,194284.34,55801.87,31420.35,281506.56,3290.93,119.79,4771.3,0.19,-0.81,0
CMP_00968,Brand_816,Tech,MENA,Instagram,INF_7376,@creator_34133,Tech,Mega,1496892,4,Traffic,2137732,12112,3016,4508,0.0223,0.0237,47715,1133,807,2677.04,3033090.76,791317.1,203102.69,168775.23,1163195.02,544.13,24.38,1026.65,2.61,1.61,0
CMP_00969,Brand_325,Tech,MENA,YouTube,INF_4874,@creator_57711,Fashion,Micro,63466,2,Conversions,55131,346,85,132,0.003,0.0303,165,4,3,2369.02,9476.07,69061.39,14154.51,8765.48,91981.38,1668.41,557.46,22995.35,0.1,-0.9,0
CMP_00970,Brand_326,Fitness,US,Instagram,INF_8935,@creator_57377,Travel,Macro,322739,3,Conversions,474447,2067,523,827,0.025,0.0622,11884,739,602,1131.5,836177.88,1139587.27,170381.06,341130.46,1651098.8,3480.05,138.93,2234.23,0.51,-0.49,0
CMP_00971,Brand_762,Tech,US,Instagram,INF_8675,@creator_36228,Tech,Micro,49897,4,Awareness,62644,126,45,82,0.0339,0.0314,2124,66,39,2485.71,164057.0,205509.93,50454.43,18686.81,274651.16,4384.32,129.31,4161.38,0.6,-0.4,0
CMP_00972,Brand_371,Gaming,EU,TikTok,INF_1921,@creator_45860,Beauty,Macro,222049,1,Awareness,64964,752,177,246,0.0282,0.0216,1830,39,26,1171.31,45681.06,287775.6,85628.19,22729.49,396133.27,6097.74,216.47,10157.26,0.12,-0.88,0
CMP_00973,Brand_718,Beauty,India,Instagram,INF_4813,@creator_10537,Travel,Nano,1207,2,Awareness,1168,0,17,0,0.0301,0.0193,35,0,0,1875.36,0.0,14360.54,1666.34,1424.81,17451.68,14941.51,498.62,0.0,0.0,-1.0,0
CMP_00974,Brand_977,Tech,India,TikTok,INF_1637,@creator_50747,Beauty,Nano,2329,4,Traffic,1780,0,0,7,0.0101,0.0218,17,0,0,2894.47,0.0,7574.93,2853.63,1721.57,12150.13,6825.91,714.71,0.0,0.0,-1.0,0
CMP_00975,Brand_859,Tech,US,TikTok,INF_1272,@creator_58450,Other,Macro,727093,5,Awareness,681907,6382,1575,2371,0.0259,0.0366,17640,646,501,2864.04,1850167.3,914289.17,314474.7,144966.9,1373730.77,2014.54,77.88,2126.52,1.35,0.35,0
CMP_00976,Brand_688,Tech,US,Instagram,INF_3776,@creator_43960,Tech,Micro,85785,1,App Installs,33309,1218,267,450,0.018,0.0497,598,29,24,2443.08,70849.18,172941.96,54763.21,45608.15,273313.32,8205.39,457.05,9424.6,0.26,-0.74,0
CMP_00977,Brand_920,Gaming,SEA,Instagram,INF_8599,@creator_17186,Fashion,Micro,13408,3,Conversions,17956,108,27,14,0.0375,0.0287,673,19,13,1991.74,37843.03,18589.51,7294.91,3941.81,29826.23,1661.07,44.32,1569.8,1.27,0.27,0
CMP_00978,Brand_772,Food,India,YouTube,INF_3804,@creator_28604,Family,Micro,96626,5,Awareness,128478,245,59,112,0.0339,0.0508,4358,221,187,1149.46,254030.49,26281.35,5222.19,4101.61,35605.15,277.13,8.17,161.11,7.13,6.13,1
CMP_00979,Brand_497,Tech,MENA,Instagram,INF_2049,@creator_82359,Fashion,Macro,144003,5,Awareness,173734,1241,299,465,0.0162,0.0339,2808,95,83,2106.99,200164.01,430073.23,59961.5,127699.41,617734.14,3555.63,219.99,6502.46,0.32,-0.68,0
CMP_00980,Brand_353,Beauty,EU,Instagram,INF_9629,@creator_48159,Beauty,Macro,569570,3,Awareness,784935,5831,1465,2196,0.0283,0.0378,22249,841,731,2218.49,1865753.67,573967.28,133167.55,53829.61,760964.45,969.46,34.2,904.83,2.45,1.45,0
CMP_00981,Brand_856,Tech,India,YouTube,INF_9987,@creator_62480,Fitness,Micro,17492,1,Traffic,5651,31,17,8,0.0097,0.0355,54,1,0,1248.72,1248.72,48267.64,8376.35,10258.95,66902.94,11839.13,1238.94,66902.94,0.02,-0.98,0
CMP_00982,Brand_393,Fashion,US,YouTube,INF_9965,@creator_18209,Fashion,Macro,120557,3,Awareness,180020,830,215,285,0.0201,0.0326,3625,118,74,2923.85,345014.07,325631.77,37524.21,65891.24,429047.22,2383.33,118.36,3635.99,0.8,-0.2,0
CMP_00983,Brand_669,D2C,India,TikTok,INF_2405,@creator_21179,Beauty,Micro,32832,1,Awareness,11429,332,86,146,0.03,0.0205,342,7,4,1177.27,8240.9,61230.05,10127.33,14881.96,86239.34,7545.66,252.16,12319.91,0.1,-0.9,0
CMP_00984,Brand_826,Fashion,SEA,Instagram,INF_2063,@creator_84366,Fashion,Nano,2431,1,Traffic,491,54,0,8,0.0254,0.0271,12,0,0,2434.01,0.0,5105.91,1981.36,1132.19,8219.46,16740.25,684.96,0.0,0.0,-1.0,0
CMP_00985,Brand_839,Beauty,US,YouTube,INF_5004,@creator_86653,Family,Micro,64879,5,Conversions,122438,292,77,118,0.0081,0.0449,987,44,37,2121.03,93325.44,269685.1,97169.34,79263.97,446118.41,3643.63,451.99,10139.05,0.21,-0.79,0
CMP_00986,Brand_319,Food,US,Instagram,INF_3546,@creator_79272,Travel,Nano,1768,1,Awareness,880,0,21,2,0.012,0.0372,10,0,0,900.19,0.0,12818.15,4193.33,1379.87,18391.35,20899.26,1839.13,0.0,0.0,-1.0,0
CMP_00987,Brand_386,Fashion,EU,YouTube,INF_5720,@creator_50725,Beauty,Micro,62828,4,Awareness,111889,676,161,179,0.0202,0.0337,2255,76,58,4009.45,304718.03,154844.12,48963.98,44068.11,247876.21,2215.38,109.92,3261.53,1.23,0.23,0
CMP_00988,Brand_136,Beauty,EU,YouTube,INF_7516,@creator_47394,Food,Nano,6270,2,Conversions,4081,43,11,6,0.0185,0.0068,75,0,0,692.49,0.0,20487.17,7491.88,4675.2,32654.26,8001.53,435.39,0.0,0.0,-1.0,0
CMP_00989,Brand_781,Tech,India,TikTok,INF_1778,@creator_45927,Fitness,Nano,1211,4,Traffic,1272,49,13,0,0.0385,0.005,49,0,0,2309.44,0.0,13788.77,3708.77,2995.94,20493.49,16111.23,418.23,0.0,0.0,-1.0,0
CMP_00990,Brand_645,Fitness,India,YouTube,INF_8473,@creator_11676,Family,Mega,2225308,3,Traffic,1093906,4685,1177,1761,0.0128,0.0355,13986,496,420,1531.55,759650.57,2014067.31,556884.57,203694.69,2774646.57,2536.46,198.39,5594.05,0.27,-0.73,0
CMP_00991,Brand_797,Fashion,EU,Instagram,INF_6552,@creator_24553,Fitness,Nano,3199,4,Conversions,2340,5,0,10,0.0124,0.0164,29,0,0,2893.87,0.0,19519.9,6621.13,1274.86,27415.89,11716.19,945.38,0.0,0.0,-1.0,0
CMP_00992,Brand_262,Gaming,India,YouTube,INF_8372,@creator_97448,Fitness,Mega,1461709,3,Awareness,1759055,4074,1041,1508,0.0073,0.0242,12841,310,204,992.64,307719.73,998413.88,173850.18,209584.71,1381848.77,785.56,107.61,4457.58,0.22,-0.78,0
CMP_00993,Brand_955,Food,SEA,YouTube,INF_5418,@creator_52164,Tech,Macro,141635,3,Awareness,137620,791,187,268,0.0122,0.0435,1682,73,58,1976.8,144306.65,327962.93,62683.04,86575.2,477221.17,3467.67,283.72,6537.28,0.3,-0.7,0
CMP_00994,Brand_961,D2C,US,Instagram,INF_9505,@creator_64784,Fashion,Micro,64726,3,Conversions,88730,167,39,68,0.0182,0.033,1615,53,43,2181.81,115635.81,251325.34,83102.38,36603.88,371031.6,4181.58,229.74,7000.6,0.31,-0.69,0
CMP_00995,Brand_678,D2C,India,Instagram,INF_5026,@creator_39655,Family,Nano,1667,1,Awareness,476,0,17,38,0.003,0.0382,1,0,0,2110.77,0.0,4272.46,807.06,360.35,5439.87,11428.3,5439.87,0.0,0.0,-1.0,0
CMP_00996,Brand_266,Fitness,US,Instagram,INF_7812,@creator_35078,Other,Nano,5479,5,Conversions,13673,0,10,26,0.0129,0.0229,177,4,3,1166.46,4665.83,39055.77,15019.59,3840.7,57916.06,4235.8,327.21,14479.01,0.08,-0.92,0
CMP_00997,Brand_895,Gaming,US,YouTube,INF_8889,@creator_22016,Family,Micro,29004,1,Conversions,4462,49,0,49,0.003,0.0138,13,0,0,1980.02,0.0,224191.79,56014.44,36259.55,316465.78,70924.65,24343.52,0.0,0.0,-1.0,0
CMP_00998,Brand_853,Beauty,India,Instagram,INF_5869,@creator_65001,Food,Nano,1840,4,App Installs,2870,0,18,22,0.0155,0.0284,44,1,0,3215.43,3215.43,15536.93,2882.42,815.25,19234.6,6701.95,437.15,19234.6,0.17,-0.83,0
CMP_00999,Brand_411,Food,EU,Instagram,INF_2127,@creator_64588,Other,Macro,347675,3,Awareness,216150,1371,324,469,0.041,0.0228,8853,202,149,1512.72,305569.51,926392.4,136950.83,206065.48,1269408.71,5872.81,143.39,6284.2,0.24,-0.76,0
CMP_01000,Brand_501,Beauty,India,Instagram,INF_4382,@creator_76696,Beauty,Macro,417798,3,Awareness,466110,1633,412,632,0.0157,0.0288,7329,211,138,1735.28,366143.79,200991.78,32503.09,34810.92,268305.78,575.63,36.61,1271.59,1.36,0.36,0
CMP_01001,Brand_187,Fitness,SEA,Instagram,INF_4176,@creator_78910,Other,Nano,7069,5,Awareness,15277,0,40,33,0.0174,0.0226,266,6,4,1214.49,7286.94,5000.96,1477.61,1485.9,7964.47,521.34,29.94,1327.41,0.91,-0.09,0
CMP_01002,Brand_981,Fitness,India,Instagram,INF_6099,@creator_78907,Food,Micro,40683,3,Conversions,46134,201,41,92,0.0313,0.0466,1445,67,60,1522.25,101990.82,101871.7,28906.11,7104.4,137882.21,2988.73,95.42,2057.94,0.74,-0.26,0
CMP_01003,Brand_984,Tech,EU,Instagram,INF_2804,@creator_84457,Family,Nano,4505,3,Conversions,5145,37,12,0,0.0275,0.0259,141,3,2,2373.99,7121.97,14365.35,4820.35,2191.74,21377.44,4154.99,151.61,7125.81,0.33,-0.67,0
CMP_01004,Brand_927,Beauty,MENA,Instagram,INF_9310,@creator_75122,Tech,Macro,267731,2,Awareness,140334,936,246,416,0.0195,0.0615,2737,168,104,2473.28,415510.48,528178.98,201616.88,108000.38,837796.23,5970.02,306.1,4986.88,0.5,-0.5,0
CMP_01005,Brand_576,Fashion,EU,Instagram,INF_7295,@creator_13687,Other,Nano,2558,4,Awareness,4579,0,0,0,0.0119,0.0177,54,0,0,2300.05,0.0,28106.46,4917.14,1998.82,35022.42,7648.49,648.56,0.0,0.0,-1.0,0
CMP_01006,Brand_562,Beauty,US,YouTube,INF_3923,@creator_54001,Other,Macro,111013,5,Traffic,247150,694,165,245,0.0285,0.0448,7035,314,257,3127.06,981896.44,1442590.17,535372.61,107628.0,2085590.78,8438.56,296.46,6642.01,0.47,-0.53,0
CMP_01007,Brand_761,Gaming,India,TikTok,INF_4960,@creator_47025,Travel,Nano,2519,4,Conversions,4494,10,9,19,0.0215,0.0057,96,0,0,1566.25,0.0,13268.87,1703.67,1647.65,16620.2,3698.31,173.13,0.0,0.0,-1.0,0
CMP_01008,Brand_844,Tech,MENA,Instagram,INF_6747,@creator_32878,Beauty,Mega,2334099,1,Awareness,556020,3048,780,1161,0.0087,0.021,4831,101,68,2798.21,282619.59,738769.52,158064.46,177940.93,1074774.9,1932.98,222.47,10641.34,0.26,-0.74,0
CMP_01009,Brand_621,D2C,India,TikTok,INF_3280,@creator_83332,Beauty,Nano,1672,4,Traffic,2266,45,2,0,0.003,0.0347,6,0,0,1820.16,0.0,11412.62,3499.19,970.52,15882.33,7008.97,2647.05,0.0,0.0,-1.0,0
CMP_01010,Brand_347,Fitness,US,YouTube,INF_9634,@creator_22135,Food,Nano,1326,2,Traffic,461,11,0,9,0.0114,0.0076,5,0,0,688.26,0.0,22785.28,7238.81,4017.0,34041.09,73841.84,6808.22,0.0,0.0,-1.0,0
CMP_01011,Brand_390,Beauty,US,YouTube,INF_5661,@creator_73105,Travel,Micro,61548,2,Conversions,52507,267,57,80,0.0208,0.0165,1090,18,13,1684.27,30316.84,235175.55,85348.39,43541.55,364065.49,6933.66,334.01,20225.86,0.08,-0.92,0
CMP_01012,Brand_531,D2C,SEA,Instagram,INF_6104,@creator_97535,Family,Nano,1030,1,Awareness,466,10,0,29,0.0294,0.0486,13,0,0,3027.3,0.0,4707.19,759.62,249.46,5716.27,12266.68,439.71,0.0,0.0,-1.0,0
CMP_01013,Brand_882,Food,India,YouTube,INF_1462,@creator_93421,Food,Micro,78429,5,Awareness,83870,228,47,99,0.0172,0.0369,1446,53,38,1991.59,105554.23,159526.16,43440.01,16821.06,219787.23,2620.57,152.0,4146.93,0.48,-0.52,0
CMP_01014,Brand_191,D2C,US,Instagram,INF_8160,@creator_51343,Tech,Macro,281750,2,Conversions,184589,1749,461,715,0.0138,0.0437,2552,111,97,3041.11,337562.7,749137.96,276720.4,68864.01,1094722.36,5930.59,428.97,9862.36,0.31,-0.69,0
CMP_01015,Brand_332,D2C,India,Instagram,INF_6310,@creator_81726,Travel,Micro,60044,3,Conversions,56001,605,160,196,0.0233,0.0292,1306,38,28,2946.09,111951.39,69175.29,16757.37,9371.35,95304.02,1701.83,72.97,2508.0,1.17,0.17,0
CMP_01016,Brand_110,Gaming,MENA,Instagram,INF_1913,@creator_82232,Fashion,Nano,8427,4,Awareness,12580,126,21,53,0.0105,0.0169,132,2,1,1863.08,3726.16,12516.16,3800.72,1082.2,17399.08,1383.07,131.81,8699.54,0.21,-0.79,0
CMP_01017,Brand_423,Gaming,India,Instagram,INF_4511,@creator_92485,Fashion,Micro,23659,4,Awareness,15871,22,19,60,0.0111,0.0381,176,6,4,2231.34,13388.03,53969.19,20505.58,15668.62,90143.39,5679.76,512.18,15023.9,0.15,-0.85,0
CMP_01018,Brand_400,D2C,US,YouTube,INF_2060,@creator_52331,Beauty,Nano,8855,4,Conversions,16532,56,1,17,0.0262,0.0282,433,12,7,3221.86,38662.33,40169.76,7053.09,2231.93,49454.78,2991.46,114.21,4121.23,0.78,-0.22,0
CMP_01019,Brand_372,Fashion,MENA,Instagram,INF_5018,@creator_56794,Fashion,Nano,2896,3,Awareness,2983,0,3,26,0.021,0.02,62,1,0,2974.36,2974.36,12820.69,3361.31,1440.66,17622.66,5907.7,284.24,17622.66,0.17,-0.83,0
CMP_01020,Brand_917,Gaming,India,TikTok,INF_3397,@creator_89987,Fashion,Macro,380654,1,Traffic,172126,3288,800,1269,0.0177,0.0227,3050,69,47,1367.12,94331.58,199889.68,78082.87,43406.16,321378.71,1867.11,105.37,4657.66,0.29,-0.71,0
CMP_01021,Brand_620,Food,India,TikTok,INF_3210,@creator_91059,Beauty,Micro,44367,1,Conversions,15308,267,65,118,0.003,0.0352,45,1,0,1761.65,1761.65,77745.66,27736.75,5960.23,111442.64,7280.03,2476.5,111442.64,0.02,-0.98,0
CMP_01022,Brand_607,Fashion,India,Instagram,INF_4506,@creator_74190,Beauty,Nano,6560,2,Traffic,3780,0,15,43,0.025,0.0398,94,3,1,3463.9,10391.69,8327.2,1010.65,1356.65,10694.51,2829.23,113.77,3564.84,0.97,-0.03,0
CMP_01023,Brand_466,Fitness,India,Instagram,INF_2637,@creator_88015,Other,Nano,1160,5,Awareness,1350,72,0,3,0.0121,0.0372,16,0,0,1541.3,0.0,13773.82,1733.43,3610.76,19118.01,14161.49,1194.88,0.0,0.0,-1.0,0
CMP_01024,Brand_891,Fintech,MENA,YouTube,INF_8317,@creator_28877,Beauty,Macro,119614,5,Traffic,139574,279,88,134,0.0251,0.0194,3500,68,48,1942.74,132106.0,498020.23,123201.18,45739.78,666961.18,4778.55,190.56,9808.25,0.2,-0.8,0
CMP_01025,Brand_511,Fashion,US,Instagram,INF_4611,@creator_94562,Food,Macro,100447,1,Conversions,49265,1760,445,672,0.0239,0.024,1176,28,19,3330.36,93250.13,947287.99,228260.24,222099.33,1397647.56,28369.99,1188.48,49915.98,0.07,-0.93,0
CMP_01026,Brand_132,Tech,India,Instagram,INF_7754,@creator_84457,Other,Macro,691684,5,Conversions,1412394,8054,2026,3043,0.0032,0.0284,4542,129,105,3570.92,460648.95,160538.02,60643.56,39084.38,260265.96,184.27,57.3,2017.57,1.77,0.77,0
CMP_01027,Brand_288,Fitness,India,YouTube,INF_4383,@creator_62692,Fashion,Macro,586988,2,Traffic,268940,1234,342,467,0.0175,0.0429,4700,201,162,1561.64,313889.21,599126.84,64933.81,70031.54,734092.19,2729.58,156.19,3652.2,0.43,-0.57,0
CMP_01028,Brand_624,Gaming,EU,Instagram,INF_2530,@creator_52347,Tech,Nano,1175,3,Conversions,1176,51,0,0,0.0177,0.0517,20,1,0,1360.45,1360.45,19689.6,5480.39,5555.13,30725.12,26126.8,1536.26,30725.12,0.04,-0.96,0
CMP_01029,Brand_104,Fitness,US,TikTok,INF_5214,@creator_52541,Food,Nano,5449,5,Conversions,13476,110,24,8,0.0333,0.0321,449,14,10,1937.06,27118.8,10813.74,1746.28,3174.65,15734.67,1167.61,35.04,1123.91,1.72,0.72,0
CMP_01030,Brand_754,Beauty,India,YouTube,INF_2447,@creator_55379,Beauty,Nano,2339,3,Traffic,2491,37,0,3,0.0294,0.0677,73,4,2,1952.56,7810.25,9975.94,2915.95,503.99,13395.87,5377.71,183.51,3348.97,0.58,-0.42,0
CMP_01031,Brand_886,Fintech,MENA,Instagram,INF_9302,@creator_97157,Family,Nano,1730,2,Conversions,1679,80,0,22,0.0246,0.0311,41,1,0,2088.82,2088.82,7966.83,1685.33,726.62,10378.79,6181.53,253.14,10378.79,0.2,-0.8,0
CMP_01032,Brand_646,Fashion,US,YouTube,INF_8881,@creator_83251,Family,Nano,2528,5,Awareness,5467,40,8,0,0.0271,0.005,148,0,0,1832.93,0.0,45767.25,8482.92,7538.46,61788.62,11302.11,417.49,0.0,0.0,-1.0,0
CMP_01033,Brand_443,Fitness,India,TikTok,INF_8495,@creator_58373,Beauty,Nano,7676,2,Conversions,5703,15,23,35,0.003,0.0496,17,0,0,973.42,0.0,11640.51,3070.13,1443.99,16154.63,2832.65,950.27,0.0,0.0,-1.0,0
CMP_01034,Brand_456,Beauty,India,Instagram,INF_7752,@creator_12559,Tech,Macro,880665,1,Traffic,425791,5799,1440,2140,0.0195,0.0494,8304,410,259,3646.57,1495094.47,274847.73,102957.6,27834.16,405639.49,952.67,48.85,989.36,3.69,2.69,1
CMP_01035,Brand_814,Fintech,SEA,Instagram,INF_8661,@creator_76326,Tech,Macro,574472,4,Awareness,1120795,8281,2078,3071,0.0082,0.032,9195,294,217,1812.74,532945.32,291121.89,114710.68,54024.95,459857.51,410.3,50.01,1564.14,1.16,0.16,0
CMP_01036,Brand_380,Food,India,TikTok,INF_6919,@creator_47092,Other,Micro,10517,4,App Installs,8694,20,27,34,0.0292,0.033,253,8,5,1698.74,13589.95,17732.47,5991.36,2697.4,26421.23,3039.02,104.43,3302.65,0.51,-0.49,0
CMP_01037,Brand_112,Food,SEA,Instagram,INF_9495,@creator_19885,Food,Micro,83117,5,Traffic,101403,489,137,171,0.0209,0.0063,2120,13,10,1001.64,13021.26,91670.26,24917.18,17367.96,133955.4,1321.02,63.19,10304.26,0.1,-0.9,0
CMP_01038,Brand_800,Food,EU,Instagram,INF_8995,@creator_11823,Travel,Macro,528014,5,Awareness,1074067,4905,1252,1900,0.024,0.0304,25784,783,601,1037.18,812110.93,384227.01,143961.46,64498.95,592687.41,551.82,22.99,756.94,1.37,0.37,0
CMP_01039,Brand_831,Tech,MENA,YouTube,INF_2122,@creator_13830,Family,Nano,9429,5,Traffic,16153,49,2,28,0.014,0.0256,226,5,3,2045.22,10226.09,24184.65,4789.21,4635.27,33609.13,2080.67,148.71,6721.83,0.3,-0.7,0
CMP_01040,Brand_554,Food,India,Instagram,INF_5540,@creator_55832,Other,Micro,78650,5,Conversions,189752,486,150,241,0.0171,0.0234,3239,75,65,2064.37,154827.98,62155.38,16114.28,18046.22,96315.88,507.59,29.74,1284.21,1.61,0.61,0
CMP_01041,Brand_392,Fitness,India,YouTube,INF_5708,@creator_19476,Other,Nano,1202,4,Traffic,2259,0,17,0,0.0188,0.0342,42,1,0,1133.4,1133.4,17805.03,2110.92,1116.97,21032.91,9310.72,500.78,21032.91,0.05,-0.95,0
CMP_01042,Brand_401,Gaming,US,YouTube,INF_9874,@creator_21706,Fitness,Micro,54356,5,Awareness,120284,160,59,53,0.0183,0.0112,2204,24,17,1561.97,37487.38,175518.31,55460.61,17217.61,248196.52,2063.42,112.61,10341.52,0.15,-0.85,0
CMP_01043,Brand_980,Tech,US,TikTok,INF_7343,@creator_12931,Beauty,Macro,422077,4,Traffic,595846,6305,1583,2365,0.0148,0.01,8789,87,65,3813.94,331812.38,420697.73,161523.47,57093.43,639314.63,1072.95,72.74,7348.44,0.52,-0.48,0
CMP_01044,Brand_147,D2C,EU,YouTube,INF_7610,@creator_39420,Family,Nano,1361,2,Traffic,539,0,0,17,0.0159,0.054,8,0,0,2954.29,0.0,13893.31,2328.53,3084.24,19306.08,35818.33,2413.26,0.0,0.0,-1.0,0
CMP_01045,Brand_614,Fitness,EU,Instagram,INF_7450,@creator_35143,Other,Mega,1297615,3,Awareness,985076,11187,2775,4151,0.0151,0.0228,14909,339,256,1227.51,416124.57,2073195.84,360446.85,452629.48,2886272.17,2930.0,193.59,8514.08,0.14,-0.86,0
CMP_01046,Brand_599,Gaming,India,YouTube,INF_5544,@creator_22875,Family,Micro,62186,4,Conversions,69729,320,52,81,0.0135,0.0235,943,22,14,871.0,19161.96,108536.21,25462.14,6498.1,140496.44,2014.89,148.99,6386.2,0.14,-0.86,0
CMP_01047,Brand_287,Tech,India,Instagram,INF_5715,@creator_36107,Other,Nano,4877,1,Conversions,2167,44,19,45,0.0228,0.0365,49,1,0,3375.39,3375.39,3435.34,832.67,343.76,4611.77,2128.18,94.12,4611.77,0.73,-0.27,0
CMP_01048,Brand_498,Fitness,India,Instagram,INF_5140,@creator_73982,Tech,Micro,14891,3,Awareness,21796,186,48,79,0.0188,0.03,408,12,9,1277.69,15332.28,22614.17,3890.06,5835.06,32339.28,1483.73,79.26,2694.94,0.47,-0.53,0
CMP_01049,Brand_742,Tech,EU,Instagram,INF_1058,@creator_61038,Travel,Micro,57804,2,Awareness,20498,271,89,121,0.0032,0.0281,65,1,0,2345.09,2345.09,33293.73,10583.99,9139.09,53016.81,2586.44,815.64,53016.81,0.04,-0.96,0
CMP_01050,Brand_858,Gaming,US,YouTube,INF_9560,@creator_65326,Family,Nano,1017,3,Traffic,847,0,0,29,0.0275,0.0393,23,0,0,2087.67,0.0,38811.14,12159.76,6080.33,57051.22,67356.82,2480.49,0.0,0.0,-1.0,0
CMP_01051,Brand_451,Tech,US,Instagram,INF_1561,@creator_42857,Travel,Micro,19568,2,Awareness,17106,128,31,38,0.0179,0.0211,306,6,4,1623.38,9740.29,100785.7,18043.97,20494.02,139323.69,8144.73,455.31,23220.61,0.07,-0.93,0
CMP_01052,Brand_814,Gaming,India,Instagram,INF_6508,@creator_32114,Tech,Macro,298055,1,Traffic,84126,2088,501,764,0.0395,0.0293,3320,97,76,1671.27,162112.75,270411.69,53153.17,18747.56,342312.42,4069.04,103.11,3528.99,0.47,-0.53,0
CMP_01053,Brand_600,Fintech,India,Instagram,INF_9003,@creator_20097,Food,Micro,75992,4,Awareness,90259,295,93,103,0.0095,0.048,857,41,29,1815.46,74433.83,65788.24,9200.34,5382.56,80371.14,890.45,93.78,1960.27,0.93,-0.07,0
CMP_01054,Brand_212,Fashion,India,YouTube,INF_6570,@creator_89363,Other,Micro,11953,1,Awareness,5382,13,6,31,0.0357,0.0573,192,11,9,1912.45,21036.9,70816.11,12878.72,7260.52,90955.35,16899.92,473.73,8268.67,0.23,-0.77,0
CMP_01055,Brand_124,Beauty,India,Instagram,INF_4731,@creator_82838,Beauty,Nano,6395,5,Conversions,6325,6,11,7,0.0252,0.03,159,4,2,1919.47,7677.86,14453.15,1786.58,1356.31,17596.05,2781.98,110.67,4399.01,0.44,-0.56,0
CMP_01056,Brand_556,Fintech,India,Instagram,INF_5438,@creator_31708,Food,Macro,135488,1,Conversions,25836,396,112,195,0.0233,0.017,602,10,7,1678.64,16786.39,447698.3,127629.33,89921.38,665249.01,25748.92,1105.06,66524.9,0.03,-0.97,0
CMP_01057,Brand_669,Fintech,US,Instagram,INF_4162,@creator_12752,Family,Nano,2352,2,Conversions,1115,52,9,5,0.0101,0.0191,11,0,0,1809.39,0.0,21478.13,4102.26,4502.73,30083.12,26980.38,2734.83,0.0,0.0,-1.0,0
CMP_01058,Brand_278,Tech,India,Instagram,INF_4045,@creator_10382,Travel,Micro,26925,5,App Installs,36673,123,41,67,0.0035,0.051,129,6,4,2876.73,17260.38,97169.91,36312.97,15842.6,149325.48,4071.81,1157.56,24887.58,0.12,-0.88,0
CMP_01059,Brand_220,Fitness,India,Instagram,INF_1121,@creator_72518,Other,Micro,11029,4,Awareness,18372,45,34,2,0.0203,0.0243,373,9,5,1584.36,14259.25,134691.91,38052.47,24317.71,197062.09,10726.22,528.32,21895.79,0.07,-0.93,0
CMP_01060,Brand_150,Beauty,US,YouTube,INF_2918,@creator_84993,Other,Micro,85693,3,App Installs,113313,517,118,205,0.0109,0.022,1232,27,17,3395.57,91680.29,210238.12,65297.98,36981.3,312517.4,2758.0,253.67,11574.72,0.29,-0.71,0
CMP_01061,Brand_105,Fitness,MENA,YouTube,INF_5751,@creator_81755,Fashion,Micro,29670,3,Traffic,32702,232,41,55,0.0065,0.0268,213,5,3,1775.2,8875.98,66272.4,12888.01,17727.06,96887.47,2962.74,454.87,19377.49,0.09,-0.91,0
