campaign_id,platform,brand_category,influencer_id,influencer_handle,influencer_tier,total_spend,revenue,roas,curve_k,curve_alpha,curve_beta
CMP_01009,Instagram,Fashion,INF_3940,@creator_53152,Micro,118969.8,338612.98,2.85,1.727,1.181,1.093
CMP_01010,Instagram,Food,INF_9261,@creator_14474,Micro,146042.28,387285.75,2.65,2.513,1.202,0.722
CMP_01011,YouTube,Gaming,INF_4183,@creator_53315,Nano,59403.36,134116.49,2.26,1.873,1.326,0.887
CMP_01012,Instagram,D2C,INF_1541,@creator_16033,Nano,47708.39,174258.18,3.65,2.998,1.344,0.868
CMP_01013,Instagram,Gaming,INF_8583,@creator_77173,Nano,45586.45,170168.75,3.73,2.053,1.176,0.597
CMP_01014,Instagram,Tech,INF_7606,@creator_42780,Macro,585132.11,1753469.53,3.0,2.129,1.328,0.485
CMP_01015,Instagram,Beauty,INF_9026,@creator_56339,Macro,849932.43,1462606.24,1.72,2.453,1.296,0.75
CMP_01016,Instagram,D2C,INF_3944,@creator_13936,Macro,598671.79,1649389.51,2.76,2.27,1.35,0.557
CMP_01017,Instagram,Food,INF_2825,@creator_23786,Micro,228428.28,680514.08,2.98,1.111,1.093,0.585
CMP_01018,TikTok,Food,INF_8626,@creator_65831,Macro,764144.13,2478698.69,3.24,2.053,1.084,0.794
CMP_01019,Instagram,Tech,INF_1740,@creator_84031,Micro,215470.79,586131.51,2.72,1.261,1.09,0.324
CMP_01020,YouTube,Tech,INF_4459,@creator_69613,Nano,37761.47,83679.01,2.22,2.742,1.051,0.342
CMP_01021,Instagram,Gaming,INF_1268,@creator_88461,Micro,163445.73,543853.72,3.33,2.543,1.231,0.846
CMP_01022,Instagram,Tech,INF_9083,@creator_91256,Macro,533854.05,1482594.88,2.78,1.545,1.242,0.884
CMP_01023,YouTube,Tech,INF_6918,@creator_45162,Nano,29469.62,80272.08,2.72,1.274,1.256,1.13
CMP_01024,YouTube,Tech,INF_3928,@creator_69998,Macro,571008.78,1189035.27,2.08,2.245,1.105,0.974
CMP_01025,Instagram,Tech,INF_8962,@creator_50711,Nano,44090.98,159210.11,3.61,1.858,1.389,0.745
CMP_01026,YouTube,Fintech,INF_9551,@creator_59079,Mega,2972672.12,5094558.7,1.71,2.099,1.075,0.853
CMP_01027,Instagram,Gaming,INF_2505,@creator_15363,Macro,614268.81,1768326.94,2.88,2.958,1.386,0.565
CMP_01028,YouTube,Gaming,INF_5268,@creator_78089,Nano,74935.52,125506.85,1.67,1.658,1.297,0.945
CMP_01029,YouTube,Fashion,INF_1458,@creator_26066,Micro,135570.92,303955.94,2.24,2.915,1.061,0.958
CMP_01030,YouTube,Fintech,INF_3241,@creator_64918,Micro,217171.72,391392.87,1.8,1.715,1.346,0.735
CMP_01031,TikTok,Beauty,INF_6950,@creator_83511,Nano,39788.95,216338.31,5.44,2.301,1.315,0.831
CMP_01032,Instagram,Fintech,INF_5053,@creator_69810,Micro,207314.14,467631.45,2.26,2.294,1.376,0.54
CMP_01033,Instagram,Fitness,INF_3824,@creator_76786,Nano,75228.34,248124.12,3.3,2.448,1.282,0.61
CMP_01034,Instagram,Fintech,INF_7401,@creator_28940,Nano,23231.73,85222.28,3.67,1.139,1.204,0.488
CMP_01035,Instagram,Fitness,INF_7168,@creator_92633,Micro,277989.31,734303.83,2.64,1.1,1.173,0.31
CMP_01036,YouTube,Fashion,INF_6106,@creator_47204,Macro,977759.64,1840767.14,1.88,2.908,1.321,1.127
CMP_01037,Instagram,Gaming,INF_6933,@creator_86922,Macro,914347.21,2383069.35,2.61,1.599,1.338,0.367
CMP_01038,Instagram,Fitness,INF_7723,@creator_59336,Micro,140318.25,443569.48,3.16,1.227,1.09,0.559
CMP_01039,TikTok,Tech,INF_2617,@creator_70985,Micro,118538.47,436297.0,3.68,1.948,1.277,0.196
CMP_01040,Instagram,Tech,INF_9949,@creator_43050,Macro,450662.91,1434904.0,3.18,1.648,1.232,0.892
CMP_01041,TikTok,Fintech,INF_1060,@creator_94131,Nano,56841.87,249107.9,4.38,2.722,1.314,0.612
CMP_01042,Instagram,Gaming,INF_1058,@creator_78172,Macro,597250.78,1839703.19,3.08,1.784,1.23,0.837
CMP_01043,YouTube,Tech,INF_3076,@creator_74854,Nano,56842.62,147303.01,2.59,2.021,1.202,0.711
CMP_01044,Instagram,Fintech,INF_1932,@creator_93583,Macro,946857.35,2705576.9,2.86,2.939,1.226,0.422
CMP_01045,YouTube,D2C,INF_7658,@creator_28226,Micro,296307.52,570548.11,1.93,2.27,1.205,0.755
CMP_01046,Instagram,Beauty,INF_9128,@creator_89031,Micro,252650.35,642257.9,2.54,1.971,1.167,0.345
CMP_01047,TikTok,Food,INF_9330,@creator_80459,Nano,56308.53,272442.17,4.84,2.238,1.235,0.526
CMP_01048,TikTok,Gaming,INF_1510,@creator_45200,Nano,20546.6,68259.96,3.32,2.552,1.278,0.404
CMP_01049,TikTok,D2C,INF_6620,@creator_54258,Macro,369834.1,1358651.15,3.67,2.554,1.18,0.292
CMP_01050,TikTok,Fashion,INF_5190,@creator_73219,Macro,328620.97,1198212.69,3.65,1.156,1.36,0.953
CMP_01051,Instagram,Fitness,INF_9053,@creator_70582,Nano,32833.74,125123.57,3.81,2.196,1.323,0.491
CMP_01052,YouTube,Gaming,INF_9770,@creator_30343,Micro,276070.48,650907.02,2.36,1.982,1.26,0.386
CMP_01053,Instagram,Fitness,INF_7571,@creator_26225,Micro,275533.09,865482.55,3.14,1.656,1.198,0.619
CMP_01054,TikTok,Fintech,INF_7222,@creator_42322,Micro,167866.98,697444.07,4.15,1.921,1.367,1.271
CMP_01055,Instagram,Fitness,INF_4665,@creator_91844,Nano,22943.5,84239.97,3.67,1.207,1.095,0.311
CMP_01056,Instagram,Fashion,INF_2234,@creator_93514,Macro,346947.36,720166.68,2.08,2.301,1.092,0.248
CMP_01057,TikTok,D2C,INF_4359,@creator_66831,Nano,47829.78,231928.2,4.85,2.55,1.168,0.476
CMP_01058,YouTube,Beauty,INF_2242,@creator_25636,Micro,266885.15,735604.4,2.76,2.903,1.249,0.53
CMP_01059,Instagram,Fashion,INF_3446,@creator_40657,Micro,180343.19,463532.77,2.57,1.411,1.314,0.67
CMP_01060,TikTok,Beauty,INF_3758,@creator_48079,Micro,159225.9,844708.4,5.31,2.2,1.105,0.529
CMP_01061,Instagram,Fashion,INF_8630,@creator_66210,Micro,89583.35,282987.72,3.16,1.435,1.39,0.982
CMP_01062,TikTok,Fashion,INF_1751,@creator_34160,Nano,66858.46,285452.05,4.27,1.733,1.392,0.435
CMP_01063,YouTube,Tech,INF_8894,@creator_56073,Micro,268930.56,454042.87,1.69,2.304,1.116,0.368
CMP_01064,TikTok,Fintech,INF_7209,@creator_82651,Nano,56864.6,267931.58,4.71,2.826,1.131,0.233
CMP_01065,YouTube,Fashion,INF_5517,@creator_26277,Micro,204857.87,478898.98,2.34,2.582,1.246,0.515
CMP_01066,TikTok,Fitness,INF_6559,@creator_47790,Macro,844454.11,3516016.02,4.16,1.592,1.136,0.321
CMP_01067,YouTube,Fitness,INF_1785,@creator_41016,Nano,45849.04,104687.67,2.28,1.115,1.209,0.904
CMP_01068,Instagram,Fitness,INF_4649,@creator_86514,Nano,70400.51,224508.54,3.19,2.164,1.163,0.668
CMP_01069,TikTok,Beauty,INF_6684,@creator_52381,Micro,248409.67,1276725.63,5.14,2.68,1.332,0.234
CMP_01070,TikTok,D2C,INF_3482,@creator_17593,Micro,150697.51,376743.02,2.5,2.979,1.105,0.816
CMP_01071,TikTok,D2C,INF_5021,@creator_28748,Micro,265286.22,1175121.13,4.43,2.296,1.191,0.334
CMP_01072,Instagram,Beauty,INF_7351,@creator_86620,Nano,43773.21,163439.69,3.73,1.387,1.238,0.729
CMP_01073,YouTube,Food,INF_5445,@creator_69673,Nano,26053.33,59830.87,2.3,2.211,1.288,0.933
CMP_01074,Instagram,Tech,INF_3073,@creator_54713,Mega,2365928.84,3893966.08,1.65,2.275,1.358,0.734
CMP_01075,TikTok,Food,INF_1285,@creator_21957,Micro,93095.76,448076.44,4.81,2.163,1.096,1.221
CMP_01076,Instagram,Fitness,INF_7322,@creator_52916,Micro,98802.7,346039.49,3.5,1.763,1.345,0.768
CMP_01077,Instagram,Tech,INF_4655,@creator_96706,Micro,220513.8,853989.69,3.87,1.775,1.199,0.286
CMP_01078,Instagram,Food,INF_5722,@creator_16015,Micro,206664.92,664067.41,3.21,1.77,1.094,0.547
CMP_01079,YouTube,Fitness,INF_8383,@creator_11629,Nano,35664.01,90775.23,2.55,1.557,1.368,0.704
CMP_01080,TikTok,Food,INF_4317,@creator_44814,Micro,158927.54,698647.76,4.4,2.829,1.251,0.81
CMP_01081,Instagram,D2C,INF_8398,@creator_12452,Macro,822493.46,1466483.41,1.78,1.808,1.287,0.916
CMP_01082,Instagram,Fashion,INF_6279,@creator_20731,Nano,30790.67,108525.2,3.52,1.57,1.209,0.438
CMP_01083,Instagram,Fintech,INF_8804,@creator_57594,Macro,612094.74,1346216.95,2.2,1.693,1.343,0.745
CMP_01084,Instagram,Fintech,INF_9951,@creator_20349,Micro,274296.45,901914.6,3.29,1.334,1.128,0.363
CMP_01085,Instagram,Fintech,INF_9491,@creator_38274,Micro,130074.33,388908.7,2.99,2.975,1.246,0.658
CMP_01086,Instagram,Food,INF_8928,@creator_33055,Nano,35533.32,114659.62,3.23,2.509,1.303,0.424
CMP_01087,Instagram,Fintech,INF_2165,@creator_75950,Micro,100332.64,328473.5,3.27,2.832,1.322,0.325
CMP_01088,Instagram,Beauty,INF_9898,@creator_82369,Micro,128682.49,401999.2,3.12,1.655,1.126,0.556
CMP_01089,TikTok,Fitness,INF_7647,@creator_33636,Nano,75390.56,334760.55,4.44,2.496,1.283,0.701
CMP_01090,YouTube,Fintech,INF_9814,@creator_39024,Nano,30392.22,72924.66,2.4,1.109,1.28,0.93
CMP_01091,Instagram,Tech,INF_5260,@creator_47596,Micro,199438.47,576899.45,2.89,1.867,1.147,0.862
CMP_01092,YouTube,Beauty,INF_6404,@creator_30501,Micro,162752.41,436606.25,2.68,1.936,1.197,0.539
CMP_01093,YouTube,D2C,INF_2686,@creator_39379,Micro,84030.26,230162.72,2.74,1.779,1.292,0.843
CMP_01094,TikTok,Fintech,INF_2476,@creator_50800,Macro,436126.44,1063647.37,2.44,2.5,1.146,0.51
CMP_01095,Instagram,Fintech,INF_9117,@creator_81895,Nano,73771.87,225018.49,3.05,1.218,1.216,0.812
CMP_01096,Instagram,Fitness,INF_9109,@creator_33758,Nano,42568.99,138074.82,3.24,1.401,1.195,0.631
CMP_01097,TikTok,Fintech,INF_1305,@creator_91459,Macro,562848.07,1612456.38,2.86,1.221,1.173,0.379
CMP_01098,YouTube,Fitness,INF_6691,@creator_48909,Micro,267880.18,575055.75,2.15,2.143,1.209,0.437
CMP_01099,TikTok,Fashion,INF_3298,@creator_55038,Micro,227488.64,861913.16,3.79,1.253,1.171,0.566
CMP_01100,YouTube,Fashion,INF_4191,@creator_68940,Nano,51205.4,98494.76,1.92,1.801,1.232,0.876
CMP_01101,YouTube,Fintech,INF_2120,@creator_40041,Nano,77931.06,155061.89,1.99,2.054,1.244,1.075
CMP_01102,Instagram,Fintech,INF_7171,@creator_20952,Micro,105066.4,371678.27,3.54,1.168,1.169,0.562
CMP_01103,Instagram,D2C,INF_3671,@creator_53739,Micro,173573.61,487656.24,2.81,1.851,1.355,0.519
CMP_01104,TikTok,Fashion,INF_8979,@creator_97846,Macro,717361.76,2441463.22,3.4,2.149,1.335,1.116
CMP_01105,TikTok,Fashion,INF_8513,@creator_33010,Macro,887192.21,3520845.62,3.97,1.752,1.236,1.098
CMP_01106,TikTok,Fintech,INF_1658,@creator_72167,Micro,194279.61,842725.78,4.34,2.264,1.33,0.773
CMP_01107,YouTube,Fintech,INF_8044,@creator_30917,Nano,23895.42,59669.81,2.5,2.06,1.366,0.968
CMP_01108,Instagram,Fitness,INF_7023,@creator_57738,Micro,212735.89,801293.36,3.77,1.063,1.092,0.484
CMP_01109,Instagram,D2C,INF_6412,@creator_80035,Nano,23646.16,64688.57,2.74,1.474,1.199,0.801
CMP_01110,TikTok,Fintech,INF_7100,@creator_78319,Nano,62517.22,227510.42,3.64,1.125,1.062,0.494
CMP_01111,Instagram,Gaming,INF_4342,@creator_97973,Macro,548874.76,1550800.33,2.83,2.8,1.091,0.535
CMP_01112,Instagram,Beauty,INF_7162,@creator_42407,Nano,22032.53,82604.32,3.75,2.98,1.219,0.69
CMP_01113,Instagram,Fintech,INF_4544,@creator_86521,Micro,298833.82,931998.5,3.12,2.47,1.126,0.825
CMP_01114,YouTube,D2C,INF_4134,@creator_53199,Micro,203995.65,332298.72,1.63,2.623,1.311,0.798
CMP_01115,Instagram,Fashion,INF_9000,@creator_22873,Nano,35616.99,143728.35,4.04,1.951,1.155,0.462
CMP_01116,YouTube,D2C,INF_3134,@creator_68186,Macro,748783.63,1065165.92,1.42,2.907,1.344,0.693
CMP_01117,TikTok,Fintech,INF_7716,@creator_82190,Nano,53900.5,223457.17,4.15,1.659,1.099,0.652
CMP_01118,Instagram,Fintech,INF_9382,@creator_99891,Macro,795223.39,1316010.29,1.65,2.949,1.132,0.695
CMP_01119,Instagram,Gaming,INF_7587,@creator_16577,Macro,965385.26,2517778.58,2.61,2.251,1.336,0.797
CMP_01120,Instagram,Food,INF_3172,@creator_61962,Macro,550769.16,1471237.11,2.67,1.198,1.315,0.633
CMP_01121,Instagram,Fashion,INF_1535,@creator_94930,Nano,41128.31,144698.87,3.52,1.857,1.338,0.763
CMP_01122,Instagram,Fitness,INF_9268,@creator_98896,Mega,1091161.97,2482462.37,2.28,1.689,1.081,0.647
CMP_01123,YouTube,D2C,INF_2854,@creator_41558,Nano,22603.8,41959.47,1.86,1.133,1.243,0.339
CMP_01124,YouTube,D2C,INF_2241,@creator_13143,Macro,729420.2,879257.3,1.21,1.824,1.279,1.271
CMP_01125,Instagram,D2C,INF_8649,@creator_10888,Micro,161881.12,489247.18,3.02,2.346,1.374,0.776
CMP_01126,Instagram,Fitness,INF_2925,@creator_46163,Nano,62202.84,249065.17,4.0,1.598,1.315,0.428
CMP_01127,TikTok,Fashion,INF_1477,@creator_70022,Micro,175532.07,887443.08,5.06,1.775,1.345,0.539
CMP_01128,Instagram,Food,INF_9509,@creator_14629,Nano,54365.31,154355.73,2.84,2.736,1.375,0.439
CMP_01129,TikTok,Fintech,INF_8973,@creator_72958,Macro,698173.11,2091310.03,3.0,2.117,1.347,1.004
CMP_01130,Instagram,Beauty,INF_6171,@creator_19589,Nano,70420.17,223573.15,3.17,1.297,1.349,0.658
CMP_01131,Instagram,Fitness,INF_9974,@creator_21023,Macro,598831.46,1210824.84,2.02,2.964,1.324,0.865
CMP_01132,YouTube,Food,INF_6253,@creator_48196,Nano,45940.86,100840.19,2.19,2.655,1.059,0.984
CMP_01133,TikTok,D2C,INF_7844,@creator_94946,Macro,306979.68,1104315.34,3.6,1.677,1.19,0.51
CMP_01134,Instagram,D2C,INF_2238,@creator_81519,Micro,174914.92,512074.52,2.93,2.74,1.364,0.721
CMP_01135,Instagram,Fashion,INF_5126,@creator_89618,Micro,230654.99,712060.73,3.09,1.374,1.24,0.921
CMP_01136,Instagram,D2C,INF_6578,@creator_82265,Micro,212271.93,451995.99,2.13,1.287,1.366,0.382
CMP_01137,YouTube,Tech,INF_9983,@creator_52738,Mega,2494985.91,3032498.14,1.22,1.889,1.381,1.013
CMP_01138,TikTok,D2C,INF_9783,@creator_97081,Micro,100425.92,508120.14,5.06,2.034,1.125,0.857
CMP_01139,Instagram,Fashion,INF_6091,@creator_90084,Micro,147267.09,457395.79,3.11,1.919,1.115,0.708
CMP_01140,Instagram,Tech,INF_4759,@creator_80648,Micro,141701.31,460474.93,3.25,2.348,1.375,0.488
CMP_01141,YouTube,Gaming,INF_6710,@creator_22588,Mega,1622490.51,2833109.62,1.75,2.02,1.352,0.709
CMP_01142,Instagram,Tech,INF_5325,@creator_68535,Nano,38505.27,111364.21,2.89,2.359,1.248,0.582
CMP_01143,Instagram,Fintech,INF_3906,@creator_10570,Micro,267928.48,975584.08,3.64,1.205,1.096,0.672
CMP_01144,Instagram,Fashion,INF_1539,@creator_99905,Nano,42340.27,169231.2,4.0,1.637,1.267,0.437
CMP_01145,TikTok,Food,INF_5456,@creator_36897,Macro,899968.03,3307873.19,3.68,1.465,1.332,0.532
CMP_01146,Instagram,Gaming,INF_5858,@creator_61115,Micro,159328.69,587313.79,3.69,2.745,1.357,0.788
CMP_01147,Instagram,Gaming,INF_4659,@creator_46370,Macro,685692.47,1378958.75,2.01,2.541,1.18,0.749
CMP_01148,YouTube,Beauty,INF_5193,@creator_52320,Nano,72968.71,187854.4,2.57,1.368,1.344,0.38
CMP_01149,Instagram,Fitness,INF_8848,@creator_67266,Micro,148691.59,420433.62,2.83,1.57,1.306,0.501
CMP_01150,Instagram,Fashion,INF_8608,@creator_95641,Nano,26474.34,97372.53,3.68,2.87,1.152,0.61
CMP_01151,YouTube,Fintech,INF_3732,@creator_86497,Macro,823422.07,1031271.11,1.25,2.826,1.314,0.576
CMP_01152,YouTube,Tech,INF_2766,@creator_18219,Micro,135812.74,411757.11,3.03,1.988,1.267,0.409
CMP_01153,Instagram,Gaming,INF_4405,@creator_20862,Mega,1693934.15,5030106.97,2.97,1.417,1.206,0.299
CMP_01154,TikTok,Beauty,INF_9983,@creator_58192,Nano,21606.24,99967.1,4.63,1.184,1.29,0.775
CMP_01155,YouTube,Food,INF_5158,@creator_51773,Nano,34461.9,83693.89,2.43,1.995,1.381,0.711
CMP_01156,Instagram,Beauty,INF_6713,@creator_83703,Macro,559562.94,1666962.99,2.98,2.418,1.129,0.645
CMP_01157,YouTube,Fintech,INF_9722,@creator_78908,Nano,29696.57,79196.64,2.67,1.413,1.228,0.493
CMP_01158,Instagram,Food,INF_2403,@creator_61730,Nano,24993.06,84416.72,3.38,2.831,1.191,0.513
CMP_01159,Instagram,D2C,INF_9697,@creator_97160,Nano,36080.54,127316.48,3.53,1.108,1.374,0.814
CMP_01160,TikTok,Fintech,INF_6175,@creator_71072,Nano,62249.29,343131.65,5.51,2.457,1.364,0.24
CMP_01161,Instagram,Fashion,INF_1461,@creator_21093,Nano,38969.04,121368.61,3.11,1.968,1.335,0.841
CMP_01162,YouTube,Fitness,INF_9826,@creator_33371,Micro,149231.57,290692.41,1.95,1.964,1.389,0.741
CMP_01163,YouTube,Fashion,INF_6416,@creator_32184,Nano,29578.57,59854.7,2.02,1.057,1.368,1.128
CMP_01164,YouTube,Tech,INF_1293,@creator_35575,Nano,26774.19,69566.84,2.6,2.818,1.12,1.029
CMP_01165,Instagram,Fitness,INF_4116,@creator_32258,Micro,151735.51,458470.18,3.02,1.267,1.221,0.685
CMP_01166,Instagram,Beauty,INF_4683,@creator_61413,Nano,72422.55,283775.34,3.92,2.579,1.286,0.592
CMP_01167,Instagram,Fintech,INF_5527,@creator_22247,Nano,52596.68,187685.42,3.57,2.155,1.297,0.421
CMP_01168,Instagram,D2C,INF_4323,@creator_10445,Micro,238223.24,895991.89,3.76,2.286,1.232,0.727
CMP_01169,TikTok,Tech,INF_5921,@creator_84543,Micro,150201.99,483343.97,3.22,2.706,1.127,0.261
CMP_01170,Instagram,Fashion,INF_2532,@creator_61044,Nano,71693.86,263124.72,3.67,1.328,1.059,0.322
CMP_01171,Instagram,Tech,INF_1842,@creator_52642,Nano,52054.91,112868.95,2.17,1.603,1.15,0.458
CMP_01172,TikTok,Beauty,INF_7381,@creator_77917,Nano,57888.41,294059.84,5.08,1.171,1.381,0.394
CMP_01173,Instagram,D2C,INF_9654,@creator_41957,Macro,984001.73,2536012.93,2.58,2.593,1.195,0.42
CMP_01174,Instagram,Gaming,INF_3483,@creator_71585,Nano,73941.42,214478.44,2.9,1.204,1.1,0.831
CMP_01175,Instagram,Tech,INF_6757,@creator_21565,Macro,448387.06,1256976.75,2.8,1.68,1.161,1.005
CMP_01176,TikTok,D2C,INF_5503,@creator_76753,Micro,224497.65,1130970.24,5.04,2.57,1.242,1.048
CMP_01177,Instagram,Tech,INF_1106,@creator_79585,Micro,207001.62,566314.87,2.74,2.353,1.317,0.441
CMP_01178,YouTube,Beauty,INF_5321,@creator_15776,Micro,162660.0,419365.24,2.58,1.564,1.351,0.585
CMP_01179,Instagram,Fashion,INF_9843,@creator_97834,Macro,484234.75,1034965.07,2.14,1.676,1.088,0.679
CMP_01180,YouTube,D2C,INF_4044,@creator_81066,Nano,64496.53,165901.91,2.57,2.387,1.138,0.549
CMP_01181,TikTok,Fashion,INF_8541,@creator_38273,Nano,68510.8,337785.99,4.93,2.789,1.054,0.955
CMP_01182,Instagram,Tech,INF_4749,@creator_45271,Micro,279868.87,887733.71,3.17,1.929,1.198,0.8
CMP_01183,Instagram,Fashion,INF_5509,@creator_97971,Nano,34830.48,122546.37,3.52,2.947,1.189,0.628
CMP_01184,Instagram,D2C,INF_8710,@creator_48560,Nano,51017.05,167239.76,3.28,2.119,1.285,0.502
CMP_01185,Instagram,Fitness,INF_8921,@creator_11567,Nano,21531.43,78799.49,3.66,2.455,1.341,0.326
CMP_01186,Instagram,D2C,INF_9032,@creator_12963,Nano,24336.32,73053.27,3.0,2.752,1.234,0.523
CMP_01187,TikTok,D2C,INF_5868,@creator_93449,Nano,35426.88,170408.96,4.81,2.236,1.211,0.718
CMP_01188,Instagram,Tech,INF_7154,@creator_96762,Nano,60333.52,201864.64,3.35,2.902,1.22,0.624
CMP_01189,TikTok,Food,INF_3312,@creator_31961,Micro,83915.56,366244.51,4.36,1.88,1.139,0.918
CMP_01190,Instagram,Fitness,INF_6009,@creator_60734,Nano,29604.54,66510.57,2.25,1.195,1.232,0.813
CMP_01191,Instagram,Fitness,INF_9146,@creator_61389,Macro,707540.63,2171848.1,3.07,1.396,1.067,0.36
CMP_01192,Instagram,Tech,INF_5757,@creator_98202,Micro,155550.23,492306.02,3.16,2.492,1.269,0.644
CMP_01193,YouTube,Fintech,INF_9463,@creator_23336,Nano,24211.8,69682.48,2.88,2.961,1.266,0.502
CMP_01194,TikTok,Fitness,INF_6985,@creator_83098,Nano,41429.46,172531.0,4.16,2.304,1.31,0.432
CMP_01195,TikTok,D2C,INF_1571,@creator_51504,Macro,850970.79,3738967.63,4.39,2.926,1.298,0.328
CMP_01196,Instagram,Beauty,INF_8257,@creator_47479,Macro,709165.06,2042666.1,2.88,1.892,1.128,0.762
CMP_01197,YouTube,Fashion,INF_1921,@creator_78309,Macro,725868.95,1388380.34,1.91,1.08,1.317,0.391
CMP_01198,YouTube,D2C,INF_9116,@creator_39605,Nano,31360.86,70507.97,2.25,1.722,1.352,0.756
CMP_01199,YouTube,Fintech,INF_7338,@creator_61761,Micro,187126.96,401658.26,2.15,2.581,1.371,0.651
CMP_01200,YouTube,D2C,INF_9956,@creator_29109,Micro,154107.0,290309.06,1.88,1.208,1.251,0.901
CMP_01201,Instagram,Tech,INF_6797,@creator_26283,Nano,49634.36,118605.77,2.39,2.027,1.107,0.613
CMP_01202,Instagram,Fintech,INF_5864,@creator_28632,Nano,37329.77,112214.04,3.01,1.818,1.233,0.319
CMP_01203,Instagram,Fintech,INF_5611,@creator_94716,Nano,26624.86,69403.83,2.61,2.269,1.285,0.682
CMP_01204,Instagram,Fintech,INF_4598,@creator_42532,Macro,875775.21,2790369.08,3.19,1.812,1.395,0.915
CMP_01205,YouTube,Fitness,INF_6480,@creator_60998,Nano,67922.27,198510.9,2.92,1.421,1.241,0.442
CMP_01206,Instagram,Fitness,INF_1576,@creator_91838,Micro,293436.18,985948.28,3.36,2.459,1.138,0.785
CMP_01207,Instagram,Fintech,INF_4591,@creator_48664,Micro,276907.21,982057.19,3.55,2.399,1.307,0.448
CMP_01208,Instagram,Fitness,INF_4730,@creator_38820,Micro,262478.26,675890.04,2.58,2.205,1.115,0.601
CMP_01209,Instagram,Tech,INF_7558,@creator_60799,Nano,47167.2,160819.21,3.41,2.031,1.097,0.865
CMP_01210,Instagram,Fintech,INF_7096,@creator_28637,Nano,46012.59,150141.09,3.26,1.934,1.297,0.462
CMP_01211,Instagram,Fintech,INF_2817,@creator_38634,Micro,192249.9,597278.28,3.11,2.042,1.257,0.373
CMP_01212,Instagram,Fitness,INF_5310,@creator_55955,Micro,150427.51,549232.68,3.65,2.681,1.341,0.767
CMP_01213,Instagram,Fitness,INF_3369,@creator_96450,Nano,76693.34,249286.39,3.25,1.027,1.172,0.329
CMP_01214,Instagram,Tech,INF_2208,@creator_72771,Nano,56134.76,216561.19,3.86,2.958,1.178,0.637
CMP_01215,TikTok,Food,INF_6862,@creator_93632,Micro,189141.36,841981.05,4.45,1.922,1.298,0.405
CMP_01216,Instagram,Gaming,INF_5624,@creator_73627,Micro,248673.52,880542.69,3.54,2.624,1.335,0.703
CMP_01217,Instagram,Fintech,INF_3451,@creator_75560,Micro,268706.97,881657.79,3.28,2.102,1.194,0.97
CMP_01218,Instagram,Fashion,INF_3472,@creator_70309,Nano,25859.98,89263.99,3.45,1.203,1.297,0.474
CMP_01219,Instagram,Tech,INF_1654,@creator_32219,Micro,267283.54,1001463.2,3.75,1.867,1.316,0.299
CMP_01220,TikTok,Fashion,INF_6177,@creator_21160,Macro,673643.48,2130438.61,3.16,2.911,1.155,0.623
CMP_01221,Instagram,Gaming,INF_9330,@creator_54153,Macro,880500.67,2519986.75,2.86,2.459,1.123,0.789
CMP_01222,Instagram,Fintech,INF_6899,@creator_19888,Macro,784525.81,2206695.53,2.81,2.012,1.238,0.717
CMP_01223,Instagram,D2C,INF_2982,@creator_45765,Macro,465144.08,1306558.96,2.81,1.748,1.114,0.305
CMP_01224,YouTube,Tech,INF_1568,@creator_25701,Nano,45872.02,112681.56,2.46,1.868,1.224,1.13
CMP_01225,YouTube,Beauty,INF_1559,@creator_56097,Nano,46281.91,138850.55,3.0,2.552,1.302,0.357
CMP_01226,TikTok,Fintech,INF_7092,@creator_26375,Nano,39454.99,176755.78,4.48,2.186,1.239,0.911
CMP_01227,YouTube,Fintech,INF_6024,@creator_34691,Micro,161942.73,327515.64,2.02,1.915,1.164,0.41
CMP_01228,Instagram,D2C,INF_2877,@creator_39482,Macro,338948.54,1082494.98,3.19,2.602,1.141,0.66
CMP_01229,Instagram,Fashion,INF_5600,@creator_34690,Nano,79355.37,301456.63,3.8,2.539,1.387,0.899
CMP_01230,Instagram,Fintech,INF_7209,@creator_31258,Nano,47275.01,143278.16,3.03,1.985,1.115,0.736
CMP_01231,Instagram,D2C,INF_4285,@creator_37431,Macro,305988.34,844436.89,2.76,2.667,1.081,0.705
CMP_01232,Instagram,Gaming,INF_8356,@creator_38491,Nano,38219.22,129883.06,3.4,2.797,1.258,0.391
CMP_01233,Instagram,Fintech,INF_9075,@creator_60728,Micro,214311.36,663791.53,3.1,1.45,1.265,0.755
CMP_01234,Instagram,Beauty,INF_3574,@creator_96348,Nano,49572.55,172988.87,3.49,2.267,1.114,0.277
CMP_01235,Instagram,Fashion,INF_3763,@creator_74934,Macro,901054.71,2829975.13,3.14,2.839,1.174,0.75
CMP_01236,Instagram,Tech,INF_2533,@creator_92089,Nano,40921.87,116781.66,2.85,1.8,1.363,0.624
CMP_01237,TikTok,D2C,INF_1065,@creator_22420,Micro,105151.09,408923.16,3.89,2.481,1.32,1.192
CMP_01238,Instagram,Fintech,INF_7615,@creator_47097,Macro,680781.51,1479609.62,2.17,2.03,1.292,0.369
CMP_01239,TikTok,Beauty,INF_6105,@creator_74366,Micro,170617.63,560011.9,3.28,1.147,1.192,0.416
CMP_01240,TikTok,Gaming,INF_6473,@creator_10018,Nano,57003.8,290197.92,5.09,1.637,1.287,1.07
