Campaign_ID,Influencer_ID,Category,Influencer_Tier,Followers_Count,Platform,Date_Posted,Cost_Fee_INR,Impressions,Likes,Comments,Shares,Link_Clicks,Total_Orders,Total_Revenue_INR
CMP_202507_17,INF_A37806E4,Finance,Macro,517969,YouTube,2025-07-16,859925,275088,3574,210,420,12082,249,2819454
CMP_202510_88,INF_6430389F,Gaming,Nano,6887,LinkedIn,2025-10-25,11845,6069,226,13,26,86,0,0
CMP_202512_14,INF_793016F1,Finance,Micro,22603,Instagram,2025-12-27,5146,5446,153,9,18,23,0,0
CMP_202508_39,INF_C0B3F292,Lifestyle,Micro,99681,TikTok,2025-08-01,20213,89271,3426,201,403,575,9,11832
CMP_202501_55,INF_A72339EA,Lifestyle,Nano,6502,TikTok,2025-01-01,1000,11062,374,22,44,54,0,0
CMP_202512_48,INF_95AFDA80,Tech,Mega,3803864,TikTok,2025-12-19,378204,4014165,30503,1794,3588,47004,602,5673968
CMP_202506_13,INF_9D7C5C5A,Finance,Mid,210532,YouTube,2025-06-19,204005,256672,3842,226,452,9219,14,198700
CMP_202511_49,INF_9240047D,Tech,Nano,9309,YouTube,2025-11-26,12850,2137,66,3,7,70,1,11547
CMP_202508_89,INF_4CB2C744,Tech,Micro,92801,Instagram,2025-08-10,30513,108118,2153,126,253,1045,17,277543
CMP_202505_54,INF_A6E35F29,Tech,Nano,5299,LinkedIn,2025-05-05,6771,2902,63,3,7,46,1,10065
CMP_202510_43,INF_907E55D0,Tech,Micro,37733,TikTok,2025-10-18,1644,27767,493,29,58,111,2,39137
CMP_202506_65,INF_AD05EF77,Fashion,Micro,98493,YouTube,2025-06-09,131172,175265,1493,87,175,6801,232,903997
CMP_202511_15,INF_42DFDA23,Gaming,Micro,57473,Instagram,2025-11-10,30405,32242,762,44,89,606,15,35124
CMP_202504_14,INF_B06DAD5B,Tech,Nano,6894,TikTok,2025-04-07,1212,6112,185,10,21,17,0,0
CMP_202510_85,INF_303A7CDF,Lifestyle,Nano,9917,YouTube,2025-10-11,12858,11264,479,28,56,492,14,14445
CMP_202503_34,INF_04622446,Tech,Micro,26979,Instagram,2025-03-17,5092,13758,333,19,39,179,3,55391
CMP_202511_82,INF_1C88462C,Tech,Mid,196713,YouTube,2025-11-04,354726,144292,2936,172,345,4880,144,2642836
CMP_202507_26,INF_9D7C5C5A,Finance,Mid,210532,TikTok,2025-07-26,21347,363010,4205,247,494,1008,0,0
CMP_202508_21,INF_77C38C08,Finance,Nano,9271,YouTube,2025-08-29,11578,9270,445,26,52,343,0,0
CMP_202503_49,INF_0C37A844,Tech,Micro,85819,Instagram,2025-03-09,37506,78992,1310,77,154,1077,22,387447
CMP_202510_23,INF_D38F3679,Beauty,Micro,31843,YouTube,2025-10-19,31292,25449,1297,76,152,711,39,60463
CMP_202510_55,INF_21D4F8FC,Fashion,Mid,232717,Instagram,2025-10-26,47474,178338,4094,240,481,1464,33,88378
CMP_202509_60,INF_83EDA709,Lifestyle,Nano,8947,TikTok,2025-09-17,1334,15201,685,40,80,195,2,4666
CMP_202509_53,INF_18DD8F98,Gaming,Micro,82438,Instagram,2025-09-17,41753,127914,1739,102,204,2011,45,106270
CMP_202512_60,INF_AADA2868,Gaming,Micro,92001,LinkedIn,2025-12-19,80069,100450,1156,68,136,1412,62,102132
CMP_202509_78,INF_6646DA51,Fashion,Mid,419710,Instagram,2025-09-01,73280,465915,9406,553,1106,8351,220,657326
CMP_202509_16,INF_A51A533A,Tech,Mid,257772,Instagram,2025-09-29,132945,749500,11491,675,1351,14043,282,1948305
CMP_202504_35,INF_0F7052B1,Fashion,Macro,921932,YouTube,2025-04-13,531259,706506,16139,949,1898,24603,1058,2895929
CMP_202507_55,INF_B4DD5203,Fashion,Micro,23003,Instagram,2025-07-23,13701,22006,855,50,100,206,5,8796
CMP_202506_84,INF_F49B8060,Finance,Micro,20133,LinkedIn,2025-06-02,33538,15880,659,38,77,178,3,38420
CMP_202512_29,INF_14EF945A,Beauty,Nano,5268,LinkedIn,2025-12-15,6595,2647,23,1,2,41,2,2061
CMP_202511_19,INF_77905476,Tech,Nano,9367,LinkedIn,2025-11-02,23346,13254,392,23,46,174,6,37598
CMP_202510_50,INF_2FD93979,Beauty,Nano,9659,Instagram,2025-10-17,2711,5336,217,12,25,62,1,1364
CMP_202510_32,INF_1BC63DC4,Fashion,Micro,94606,LinkedIn,2025-10-12,194050,78143,2625,154,308,1068,48,152228
CMP_202507_31,INF_BFE6C976,Gaming,Nano,9919,YouTube,2025-07-22,12936,3118,131,7,15,139,5,9353
CMP_202508_35,INF_12014A05,Fashion,Macro,668818,YouTube,2025-08-09,493000,1349697,32910,1935,3871,43176,2109,6552465
CMP_202506_71,INF_EBB63D74,Gaming,Nano,8669,TikTok,2025-06-10,1000,3021,45,2,5,15,0,0
CMP_202502_83,INF_A49D3E15,Finance,Mid,167186,YouTube,2025-02-27,130395,166659,8316,489,978,6332,11,56180
CMP_202503_22,INF_CA4937A9,Tech,Nano,9319,Instagram,2025-03-29,2900,6962,228,13,26,118,0,0
CMP_202508_84,INF_3CCFC10C,Finance,Mid,461111,TikTok,2025-08-06,105165,342378,5950,350,700,2922,46,444298
CMP_202507_81,INF_6BF1E1CD,Lifestyle,Micro,75501,YouTube,2025-07-22,60207,61571,1250,73,147,2904,103,253395
CMP_202508_84,INF_AF8C1ED0,Tech,Micro,41716,TikTok,2025-08-07,6118,22927,228,13,26,350,0,0
CMP_202504_17,INF_8270F7C0,Lifestyle,Micro,21306,YouTube,2025-04-26,23847,13385,444,26,52,570,22,43848
CMP_202505_74,INF_BAA3CED0,Fashion,Micro,23967,YouTube,2025-05-08,10999,36750,1524,89,179,1352,56,208712
CMP_202506_50,INF_A813B370,Finance,Micro,59564,TikTok,2025-06-21,14571,57027,1148,67,135,296,2,25223
CMP_202501_12,INF_78E6BB8A,Beauty,Nano,6128,YouTube,2025-01-12,10269,7619,336,19,39,319,15,13933
CMP_202511_30,INF_3B2A7C05,Fashion,Nano,8420,LinkedIn,2025-11-26,16053,7403,254,14,29,147,7,21378
CMP_202509_12,INF_7246A383,Tech,Mid,414465,Instagram,2025-09-28,312550,452164,12916,759,1519,7725,104,2150950
CMP_202508_98,INF_1DE40C2E,Finance,Mid,228252,Instagram,2025-08-28,79405,158234,6794,399,799,1560,0,0
CMP_202506_83,INF_C4B78C40,Beauty,Micro,14965,TikTok,2025-06-28,4852,4680,169,9,19,55,1,1182
CMP_202509_57,INF_F20D20E3,Beauty,Mid,416754,TikTok,2025-09-05,39696,259168,2082,122,245,3962,75,63300
CMP_202512_71,INF_122A00DF,Gaming,Micro,75171,YouTube,2025-12-05,57420,72741,3659,215,430,2789,86,123011
CMP_202512_72,INF_4B26B7E5,Fashion,Micro,99516,LinkedIn,2025-12-05,209287,47672,2246,132,264,407,18,51783
CMP_202510_92,INF_2D92F4E3,Lifestyle,Mid,394298,YouTube,2025-10-03,441864,313518,3288,193,386,16325,673,853132
CMP_202510_78,INF_52EB92EC,Fashion,Nano,5450,LinkedIn,2025-10-07,9355,6347,147,8,17,109,0,0
CMP_202504_66,INF_29271A35,Gaming,Micro,35447,TikTok,2025-04-27,14617,58811,1651,97,194,295,0,0
CMP_202512_70,INF_2DF5D4CB,Beauty,Macro,869402,TikTok,2025-12-07,141388,389859,4995,293,587,4281,96,154337
CMP_202505_65,INF_837DB875,Gaming,Mid,378013,LinkedIn,2025-05-01,631052,116403,4249,249,499,1573,6,10288
CMP_202507_66,INF_CAE77B15,Beauty,Mid,289282,Instagram,2025-07-23,64345,283119,3605,212,424,2802,79,127308
CMP_202512_83,INF_F6EE3EEE,Gaming,Micro,67822,TikTok,2025-12-17,4417,10979,187,11,22,90,1,1595
CMP_202502_24,INF_A419EA1F,Beauty,Mid,326960,YouTube,2025-02-15,622149,260253,3500,205,411,11267,554,700015
CMP_202511_11,INF_41EB24AD,Fashion,Micro,40235,Instagram,2025-11-23,10454,31057,606,35,71,113,2,6859
CMP_202504_70,INF_79748F1D,Finance,Micro,55328,YouTube,2025-04-28,44028,55450,1699,99,199,1884,2,28742
CMP_202508_13,INF_537F2704,Fashion,Mid,355761,LinkedIn,2025-08-24,869797,399870,6488,381,763,8884,46,164547
CMP_202505_81,INF_914AF4E0,Gaming,Nano,8165,YouTube,2025-05-27,3249,4074,163,9,19,141,0,0
CMP_202502_96,INF_57F84FE2,Gaming,Micro,78152,TikTok,2025-02-03,15810,84370,2354,138,277,487,1,693
CMP_202509_74,INF_39D2E6E3,Lifestyle,Mid,112202,LinkedIn,2025-09-05,112701,110926,4159,244,489,1446,61,150441
CMP_202508_53,INF_1BC63DC4,Fashion,Micro,94606,LinkedIn,2025-08-11,65911,111558,4136,243,486,1331,62,131276
CMP_202507_43,INF_61ACB16A,Tech,Micro,53224,YouTube,2025-07-06,46202,52929,1207,71,142,2007,61,1403820
CMP_202505_29,INF_BFF4B196,Beauty,Mid,171600,Instagram,2025-05-11,49346,68076,1881,110,221,446,13,11735
CMP_202502_41,INF_24C43688,Beauty,Micro,78713,Instagram,2025-02-02,53228,53645,671,39,79,358,0,0
CMP_202507_86,INF_61ACB16A,Tech,Micro,53224,YouTube,2025-07-10,111004,32253,1104,64,129,1213,30,309177
CMP_202506_85,INF_8C8DC502,Beauty,Macro,815872,LinkedIn,2025-06-18,675135,317971,5326,313,626,3413,224,362500
CMP_202512_73,INF_275BFE24,Gaming,Micro,51805,Instagram,2025-12-22,10965,37702,913,53,107,493,1,1047
CMP_202503_78,INF_D1440D6A,Tech,Macro,608194,LinkedIn,2025-03-25,1538342,294367,4668,274,549,3388,135,2880863
CMP_202502_66,INF_99E0B8EB,Gaming,Macro,606896,YouTube,2025-02-17,390966,371261,9930,584,1168,17330,538,1312394
CMP_202506_35,INF_7F23261F,Finance,Macro,738074,TikTok,2025-06-08,53827,306124,3558,209,418,306,0,0
CMP_202508_10,INF_FE374C33,Lifestyle,Micro,26000,Instagram,2025-08-27,9288,17330,596,35,70,287,6,8192
CMP_202504_52,INF_63B36C0A,Gaming,Mid,384749,LinkedIn,2025-04-06,488657,323325,3998,235,470,7902,44,71845
CMP_202510_46,INF_4D19989C,Fashion,Macro,791662,YouTube,2025-10-05,330520,431061,12941,761,1522,18083,803,1852665
CMP_202512_54,INF_F02411BC,Tech,Micro,59801,Instagram,2025-12-10,19543,46321,2022,118,237,694,0,0
CMP_202509_47,INF_BF4D2363,Finance,Micro,12948,YouTube,2025-09-15,28825,8732,263,15,31,350,7,69707
CMP_202512_52,INF_34F61131,Gaming,Micro,25982,TikTok,2025-12-03,1895,20911,385,22,45,185,3,6077
CMP_202502_71,INF_E16203B1,Beauty,Mid,176122,YouTube,2025-02-04,207640,158605,7858,462,924,7181,354,356387
CMP_202505_19,INF_1562B6DE,Lifestyle,Mid,481086,LinkedIn,2025-05-26,339069,351057,5261,309,619,7068,28,28492
CMP_202509_60,INF_B40EECE8,Fashion,Mid,138204,TikTok,2025-09-20,16159,560978,8555,503,1006,747,10,28878
CMP_202512_95,INF_8A3E14FA,Gaming,Micro,71180,Instagram,2025-12-14,7524,68498,1012,59,119,1004,20,36455
CMP_202502_87,INF_559C8643,Gaming,Micro,87759,YouTube,2025-02-06,185559,94083,1264,74,148,4146,153,304940
CMP_202511_13,INF_8B475B06,Finance,Micro,40440,TikTok,2025-11-17,6573,42501,858,50,101,302,1,5597
CMP_202503_23,INF_99E0B8EB,Gaming,Macro,606896,YouTube,2025-03-24,758171,990556,16776,986,1973,34272,1244,724869
CMP_202506_69,INF_F53F85A7,Lifestyle,Mid,123803,TikTok,2025-06-02,19254,63344,906,53,106,805,0,0
CMP_202511_79,INF_17F39F54,Gaming,Micro,50414,YouTube,2025-11-14,41156,121001,5763,339,678,5011,222,335375
CMP_202510_71,INF_D08D24C5,Beauty,Micro,81851,YouTube,2025-10-06,82322,64583,2465,145,290,2372,122,109265
CMP_202504_73,INF_FF72A188,Beauty,Micro,60019,TikTok,2025-04-01,4805,32446,1233,72,145,318,10,19593
CMP_202510_86,INF_D49917D7,Beauty,Nano,7118,LinkedIn,2025-10-05,7893,2004,34,2,4,37,2,3275
CMP_202505_67,INF_851649D2,Lifestyle,Mega,4915729,TikTok,2025-05-28,1082664,2213808,59495,3499,6999,23391,308,640910
CMP_202510_57,INF_C2B53989,Finance,Micro,33421,YouTube,2025-10-23,61092,37134,1555,91,183,1501,13,161349
CMP_202510_17,INF_888F18D2,Beauty,Micro,35498,YouTube,2025-10-03,28674,13100,138,8,16,514,2,2741
CMP_202507_67,INF_DF054417,Lifestyle,Nano,5710,LinkedIn,2025-07-29,9856,823,34,2,4,14,0,0
CMP_202505_87,INF_5C978B5C,Finance,Nano,8568,Instagram,2025-05-06,5243,4205,210,12,24,58,0,0
CMP_202508_73,INF_E28CFD4A,Fashion,Nano,6812,Instagram,2025-08-05,1778,4917,137,8,16,83,1,3273
CMP_202505_48,INF_125815C8,Gaming,Nano,8091,YouTube,2025-05-23,6559,6394,260,15,30,313,11,17807
CMP_202505_85,INF_3C16EB33,Beauty,Micro,21571,LinkedIn,2025-05-26,16137,23759,540,31,63,379,20,33734
CMP_202501_83,INF_5986B37D,Gaming,Nano,9883,LinkedIn,2025-01-16,14796,15316,681,40,80,137,6,9879
CMP_202508_99,INF_E12783F4,Tech,Micro,86001,YouTube,2025-08-12,89689,137570,5977,351,703,5098,108,1084557
CMP_202503_92,INF_72C30F62,Beauty,Nano,8103,TikTok,2025-03-28,1000,19588,899,52,105,266,7,9313
CMP_202509_27,INF_0613A325,Gaming,Mid,369617,LinkedIn,2025-09-15,806262,388094,8866,521,1043,3774,150,206186
CMP_202504_89,INF_8C8DC502,Beauty,Macro,815872,TikTok,2025-04-24,73188,430573,10674,627,1255,430,5,4425
CMP_202511_10,INF_C73EB1F9,Gaming,Macro,724992,LinkedIn,2025-11-24,1095219,414120,8146,479,958,5704,231,180930
CMP_202504_78,INF_07A3F7C1,Finance,Micro,50232,YouTube,2025-04-22,48199,118058,4442,261,522,4744,82,688341
CMP_202507_10,INF_945C1254,Finance,Nano,5234,YouTube,2025-07-26,5450,6532,231,13,27,287,3,23712
CMP_202511_36,INF_3F2ADFE0,Beauty,Nano,8842,LinkedIn,2025-11-04,17847,4227,153,9,18,84,4,4371
CMP_202506_97,INF_A79E26CC,Beauty,Micro,13981,Instagram,2025-06-12,2754,6596,168,9,19,68,1,1293
CMP_202507_17,INF_0D239437,Finance,Nano,7694,TikTok,2025-07-16,1064,9353,222,13,26,16,0,0
CMP_202501_74,INF_810C6D02,Tech,Mid,259500,Instagram,2025-01-10,112549,270228,4868,286,572,2199,36,229056
CMP_202509_11,INF_4C0D4837,Lifestyle,Macro,664345,YouTube,2025-09-04,381231,340976,8415,495,990,13990,468,1164274
CMP_202508_72,INF_869F1AB6,Tech,Mid,229615,LinkedIn,2025-08-15,179605,275044,6766,398,796,7224,210,4695153
CMP_202512_54,INF_4243CD0C,Lifestyle,Micro,62781,TikTok,2025-12-13,5759,52770,1010,59,118,336,8,9092
CMP_202512_42,INF_E5EDFCF3,Fashion,Micro,41591,YouTube,2025-12-09,48688,23428,1062,62,125,858,36,71052
CMP_202508_79,INF_F2BCEA7F,Beauty,Nano,5550,TikTok,2025-08-31,1244,3433,166,9,19,6,0,0
CMP_202512_27,INF_BBC56E80,Gaming,Micro,34673,TikTok,2025-12-31,4068,29912,1211,71,142,29,0,0
CMP_202511_31,INF_216D2AB1,Tech,Nano,5841,TikTok,2025-11-14,1000,1983,79,4,9,20,0,0
CMP_202512_34,INF_515889E2,Beauty,Nano,9719,YouTube,2025-12-20,2649,3903,163,9,19,155,7,12833
CMP_202505_37,INF_F50C1139,Gaming,Micro,13537,Instagram,2025-05-29,5208,9597,461,27,54,106,1,1605
CMP_202506_59,INF_BF895186,Fashion,Micro,14030,TikTok,2025-06-21,1000,11011,419,24,49,68,1,3254
CMP_202511_42,INF_851649D2,Lifestyle,Mega,4915729,LinkedIn,2025-11-21,5477086,3059537,43031,2531,5062,44473,1536,4479520
CMP_202503_64,INF_388322D3,Fashion,Mega,1044100,TikTok,2025-03-30,174543,1298167,19658,1156,2312,2052,38,91360
CMP_202510_84,INF_425655C3,Fashion,Micro,24017,YouTube,2025-10-05,59653,10629,179,10,21,455,19,49674
CMP_202505_42,INF_3E45CF26,Gaming,Nano,6128,LinkedIn,2025-05-04,12188,5536,106,6,12,37,1,1933
CMP_202506_95,INF_49A758D1,Lifestyle,Micro,16079,YouTube,2025-06-15,26260,47881,2371,139,279,1413,51,115482
CMP_202508_92,INF_33FE162D,Beauty,Nano,9343,LinkedIn,2025-08-02,12666,15937,325,19,38,279,16,14389
CMP_202503_52,INF_BA682076,Finance,Nano,9718,LinkedIn,2025-03-26,9248,5153,151,8,17,95,1,14783
CMP_202508_52,INF_35E37A15,Lifestyle,Nano,7296,LinkedIn,2025-08-10,6003,8562,418,24,49,128,5,6574
CMP_202508_54,INF_A79E26CC,Beauty,Micro,13981,TikTok,2025-08-10,4780,21491,648,38,76,66,1,1629
CMP_202501_94,INF_85E5069D,Beauty,Nano,7129,YouTube,2025-01-26,2767,1858,49,2,5,63,2,1646
CMP_202509_95,INF_1CB6EAA1,Fashion,Micro,50471,TikTok,2025-09-12,4945,11195,536,31,63,92,1,2932
CMP_202509_86,INF_CA4937A9,Tech,Nano,9319,LinkedIn,2025-09-21,11976,13440,559,32,65,127,3,59014
CMP_202503_46,INF_A6B8E2DB,Beauty,Nano,6435,YouTube,2025-03-15,7331,8607,122,7,14,315,17,24114
CMP_202502_41,INF_94531F06,Fashion,Nano,8853,TikTok,2025-02-02,1000,9504,470,27,55,79,1,3239
CMP_202502_53,INF_9E41C474,Tech,Mid,164742,YouTube,2025-02-11,69955,111184,3774,222,444,3863,123,2344653
CMP_202510_49,INF_EBB63D74,Gaming,Nano,8669,Instagram,2025-10-30,1500,8461,153,9,18,91,1,1478
CMP_202503_26,INF_BAAAE281,Tech,Micro,74451,TikTok,2025-03-21,21178,64418,2420,142,284,711,4,57938
CMP_202505_64,INF_0613A325,Gaming,Mid,369617,Instagram,2025-05-31,224589,241684,4804,282,565,241,4,7269
CMP_202512_87,INF_45498C8C,Tech,Nano,9688,LinkedIn,2025-12-06,12329,12470,480,28,56,287,8,70758
CMP_202508_17,INF_97CA64DD,Gaming,Micro,94838,TikTok,2025-08-13,22402,233070,2298,135,270,2492,61,85034
CMP_202505_51,INF_E8CA484C,Beauty,Micro,77699,LinkedIn,2025-05-21,100434,27696,962,56,113,420,23,23833
CMP_202503_85,INF_4CB2C744,Tech,Micro,92801,Instagram,2025-03-06,25300,99602,1454,85,171,536,0,0
CMP_202505_57,INF_B18628BA,Gaming,Micro,68770,YouTube,2025-05-12,97328,45704,938,55,110,1416,56,72958
CMP_202506_94,INF_46B60E2C,Beauty,Nano,6793,LinkedIn,2025-06-07,9120,2521,69,4,8,26,1,1408
CMP_202507_32,INF_4DC6EA6E,Beauty,Micro,59702,YouTube,2025-07-28,40636,51037,1872,110,220,1591,91,102550
CMP_202501_44,INF_3DCC27F7,Gaming,Macro,506435,Instagram,2025-01-03,217371,789561,7131,419,839,5302,125,145977
CMP_202506_63,INF_7C11DA9B,Beauty,Micro,10401,TikTok,2025-06-29,2682,17790,259,15,30,189,5,6128
CMP_202509_32,INF_6C6605C7,Beauty,Micro,85384,Instagram,2025-09-08,28892,122637,3466,203,407,1874,6,11836
CMP_202504_56,INF_04443487,Lifestyle,Nano,6151,LinkedIn,2025-04-16,6882,5701,207,12,24,124,5,6897
CMP_202501_99,INF_A3F72E28,Gaming,Micro,92061,YouTube,2025-01-12,59535,44833,2034,119,239,2110,91,150562
CMP_202512_63,INF_E969B380,Fashion,Micro,12755,Instagram,2025-12-28,3238,6465,108,6,12,132,3,7000
CMP_202504_16,INF_AE5B1E3F,Finance,Micro,87048,LinkedIn,2025-04-26,104928,47367,661,38,77,183,3,42120
CMP_202501_27,INF_583D340B,Fashion,Mega,2130540,Instagram,2025-01-06,527464,2928085,77813,4577,9154,25373,672,1008579
CMP_202507_91,INF_3DCC27F7,Gaming,Macro,506435,YouTube,2025-07-15,388993,366403,6387,375,751,17996,766,1680164
CMP_202507_38,INF_224FB625,Lifestyle,Mid,489901,Instagram,2025-07-22,87652,601480,9984,587,1174,9306,22,39019
CMP_202502_72,INF_E969B380,Fashion,Micro,12755,YouTube,2025-02-14,13160,5459,268,15,31,270,9,19429
CMP_202501_99,INF_9D7C5C5A,Finance,Mid,210532,TikTok,2025-01-16,93026,274773,2992,176,352,1266,5,71329
CMP_202507_26,INF_D99FBD24,Lifestyle,Mid,113883,Instagram,2025-07-22,33323,108451,5079,298,597,2225,36,104297
CMP_202503_68,INF_30836613,Gaming,Mid,260572,TikTok,2025-03-24,25646,304219,2307,135,271,2555,53,130741
CMP_202504_68,INF_3A399A28,Tech,Micro,95006,Instagram,2025-04-16,39721,48208,552,32,65,204,2,31198
CMP_202512_31,INF_33FE162D,Beauty,Nano,9343,TikTok,2025-12-08,1000,10384,423,24,49,154,4,5968
CMP_202510_96,INF_DADEB21F,Fashion,Micro,48393,Instagram,2025-10-15,19215,20601,477,28,56,111,3,11980
CMP_202501_93,INF_B1193D7F,Fashion,Mid,417633,TikTok,2025-01-14,65757,306543,2289,134,269,3041,83,223576
CMP_202502_67,INF_A5E9C9FC,Lifestyle,Micro,67161,Instagram,2025-02-10,10649,29884,354,20,41,99,2,3964
CMP_202507_62,INF_5AE82CEA,Beauty,Nano,7263,Instagram,2025-07-22,1008,6218,211,12,24,113,2,3007
CMP_202504_17,INF_95469C89,Gaming,Macro,694905,Instagram,2025-04-17,204201,565094,15791,928,1857,3583,114,273620
CMP_202507_79,INF_FFA5E029,Fashion,Macro,546136,TikTok,2025-07-31,164646,751929,9759,574,1148,751,9,22148
CMP_202510_57,INF_3D20AE2E,Lifestyle,Micro,74071,Instagram,2025-10-27,13854,61078,1993,117,234,1102,16,33366
CMP_202506_79,INF_30487D88,Finance,Micro,23581,TikTok,2025-06-30,3825,11107,484,28,57,112,1,6080
CMP_202502_75,INF_B578AD40,Tech,Nano,7397,LinkedIn,2025-02-18,8409,7231,138,8,16,73,2,29674
CMP_202506_87,INF_CD1D7962,Finance,Nano,5548,LinkedIn,2025-06-06,10677,2456,109,6,12,52,0,0
CMP_202506_19,INF_57A79D9F,Gaming,Nano,8887,YouTube,2025-06-26,8847,11398,275,16,32,539,20,24675
CMP_202511_42,INF_8F9CF599,Beauty,Micro,49645,Instagram,2025-11-30,10894,20992,331,19,39,238,6,8795
CMP_202509_25,INF_64FA9F11,Lifestyle,Micro,48388,LinkedIn,2025-09-24,45628,72204,3418,201,402,1081,39,110923
CMP_202505_61,INF_0D52DFAF,Lifestyle,Mega,3536380,TikTok,2025-05-13,202922,4109409,52362,3080,6160,64341,1063,2551098
CMP_202510_73,INF_E4C99594,Gaming,Micro,28265,YouTube,2025-10-03,34734,32444,850,50,100,1402,6,7384
CMP_202505_46,INF_958D6456,Beauty,Nano,7858,LinkedIn,2025-05-08,6683,4608,149,8,17,82,4,4183
CMP_202507_12,INF_81DC7C1E,Lifestyle,Nano,8377,LinkedIn,2025-07-05,8114,11864,288,16,33,132,5,11170
CMP_202512_31,INF_FAD33932,Finance,Micro,42923,TikTok,2025-12-24,1421,40244,1882,110,221,116,1,11841
CMP_202505_51,INF_63E184AE,Lifestyle,Nano,9249,Instagram,2025-05-22,6422,19481,821,48,96,215,4,6310
CMP_202508_76,INF_E167CD4E,Tech,Micro,50653,Instagram,2025-08-20,21035,42802,1891,111,222,578,7,152203
CMP_202511_13,INF_6D7E9EA9,Beauty,Nano,9456,YouTube,2025-11-19,10582,8108,209,12,24,281,15,19593
CMP_202509_91,INF_D32254CC,Finance,Micro,18348,Instagram,2025-09-23,9281,13730,148,8,17,139,1,5811
CMP_202512_33,INF_068AB2FF,Finance,Macro,988094,YouTube,2025-12-28,852522,1120824,32968,1939,3878,44901,116,984302
CMP_202507_70,INF_B2F04945,Beauty,Micro,99418,TikTok,2025-07-28,10458,108444,4477,263,526,1226,22,38172
CMP_202509_47,INF_054DA173,Finance,Nano,7959,TikTok,2025-09-15,1000,4218,41,2,4,32,0,0
CMP_202508_72,INF_A51A533A,Tech,Mid,257772,YouTube,2025-08-13,266629,212958,1758,103,206,8209,25,508510
CMP_202502_68,INF_39214541,Lifestyle,Micro,10613,LinkedIn,2025-02-06,14119,16465,141,8,16,167,0,0
CMP_202502_90,INF_6995B4B7,Fashion,Micro,35124,LinkedIn,2025-02-25,69498,23438,955,56,112,522,2,7007
CMP_202501_47,INF_B71E9DD9,Fashion,Micro,41917,YouTube,2025-01-25,31993,34792,951,55,111,1523,56,96978
CMP_202511_95,INF_B3CC4336,Tech,Micro,28382,YouTube,2025-11-29,28218,38172,1019,59,119,1377,4,55377
CMP_202504_83,INF_9E77239F,Lifestyle,Nano,5641,TikTok,2025-04-08,1000,2552,57,3,6,2,0,0
CMP_202511_59,INF_DE8A2803,Beauty,Nano,7000,LinkedIn,2025-11-21,5295,2477,124,7,14,46,2,1786
CMP_202507_31,INF_F8688A0D,Gaming,Micro,94239,YouTube,2025-07-05,82940,72830,1485,87,174,2576,105,209368
CMP_202507_43,INF_744A83CD,Gaming,Micro,98425,LinkedIn,2025-07-11,175461,80932,773,45,91,1534,80,179288
CMP_202508_12,INF_7F144F92,Fashion,Macro,689457,YouTube,2025-08-05,655564,1507390,11028,648,1297,67125,255,507356
CMP_202506_21,INF_34BE7FB8,Fashion,Micro,15847,Instagram,2025-06-29,2689,56923,1496,88,176,470,11,20077
CMP_202509_24,INF_810C6D02,Tech,Mid,259500,TikTok,2025-09-28,52640,139205,6453,379,759,644,11,62091
CMP_202503_53,INF_5CEA4002,Beauty,Micro,13867,LinkedIn,2025-03-19,24864,15663,530,31,62,204,1,1326
CMP_202504_95,INF_7FE2BF8E,Fashion,Micro,83072,YouTube,2025-04-28,41268,24084,348,20,41,1009,44,103544
CMP_202503_24,INF_66D463B9,Fashion,Mid,187228,YouTube,2025-03-26,126359,205330,3041,178,357,7347,273,447811
CMP_202510_62,INF_054DA173,Finance,Nano,7959,TikTok,2025-10-22,1553,4867,206,12,24,32,0,0
CMP_202510_27,INF_6F78513C,Lifestyle,Micro,11025,TikTok,2025-10-25,2209,9508,457,26,53,184,2,5164
CMP_202507_34,INF_6D11F151,Finance,Nano,9965,Instagram,2025-07-30,4022,4041,175,10,20,15,0,0
CMP_202505_38,INF_CC7D55BF,Beauty,Macro,709252,TikTok,2025-05-04,148090,633096,15262,897,1795,5251,97,146657
CMP_202511_88,INF_385BF17B,Gaming,Micro,79350,Instagram,2025-11-10,31132,79814,1227,72,144,721,16,11605
CMP_202503_84,INF_8A33708C,Gaming,Macro,999062,YouTube,2025-03-04,1090434,644488,4295,252,505,21116,843,1926180
CMP_202508_54,INF_ED39F871,Finance,Nano,9821,YouTube,2025-08-11,12592,27086,328,19,38,1101,25,340149
CMP_202510_37,INF_080B9A82,Gaming,Mid,313483,TikTok,2025-10-09,42044,306393,6805,400,800,2678,4,7502
CMP_202507_80,INF_13E6EBAC,Beauty,Mid,321309,Instagram,2025-07-03,170663,278187,5323,313,626,4147,14,26427
CMP_202506_16,INF_FE374C33,Lifestyle,Micro,26000,YouTube,2025-06-28,26391,23670,419,24,49,964,34,60593
CMP_202511_10,INF_3A0BBD8A,Lifestyle,Mega,1743441,Instagram,2025-11-16,405882,1614994,41135,2419,4839,21806,478,1430537
CMP_202511_19,INF_69ACEEBA,Fashion,Mid,223278,Instagram,2025-11-16,61834,239694,1269,74,149,3964,75,273589
CMP_202509_18,INF_D960C2D2,Tech,Micro,44384,YouTube,2025-09-26,72523,41885,417,24,49,1538,48,888026
