Campaign_ID,Influencer_ID,Influencer_Tier,Followers_Count,Platform,Format,Date_Posted,Cost_Fee_INR,Impressions,Likes,Comments,Shares,Saves,Link_Clicks,Total_Orders,Total_Revenue_INR,Promo_Code
CMP_202502_C,INF_A34C6DDA,Micro,77277,Instagram,Static_Post,2025-02-10,10000,55770,1734,51,199,105,1281,28,43659,SALE_6DDA
CMP_202507_C,INF_FA69200B,Micro,11428,YouTube,Long_Video,2025-07-15,11400,10702,485,8,91,48,334,15,41399,SALE_200B
CMP_202511_A,INF_8EA00981,Micro,38056,Instagram,Static_Post,2025-11-09,13500,4392,181,8,27,10,60,1,1822,SALE_0981
CMP_202508_B,INF_775DC13B,Micro,26278,LinkedIn,Article,2025-08-08,27900,5481,338,13,32,27,140,6,49930,SALE_C13B
CMP_202504_C,INF_445648D8,Micro,35858,Instagram,Reel,2025-04-12,7800,4953,318,5,47,15,40,0,0,SALE_48D8
CMP_202504_A,INF_283C9778,Nano,6763,YouTube,Long_Video,2025-04-29,3200,2488,42,1,7,2,86,3,13562,SALE_9778
CMP_202503_A,INF_04688510,Micro,62027,YouTube,Long_Video,2025-03-10,77700,50695,917,20,132,83,2002,73,343058,SALE_8510
CMP_202509_C,INF_02E51AF1,Nano,9044,YouTube,Short,2025-09-26,6200,3995,164,3,17,8,164,6,14360,SALE_1AF1
CMP_202502_A,INF_3C722281,Micro,97804,TikTok,Video,2025-02-17,5500,38437,452,17,32,36,463,4,5040,SALE_2281
CMP_202502_B,INF_26047AF1,Micro,57263,YouTube,Short,2025-02-08,36900,17559,1385,20,251,62,502,19,56140,SALE_7AF1
CMP_202506_B,INF_A38C82E3,Nano,7729,TikTok,Video,2025-06-16,500,2707,73,1,13,2,24,0,0,SALE_82E3
CMP_202502_C,INF_7C65EFF1,Nano,7021,YouTube,Long_Video,2025-02-14,1500,5537,420,18,73,21,173,7,14244,SALE_EFF1
CMP_202508_C,INF_4D1620AA,Nano,7093,YouTube,Long_Video,2025-08-04,4500,4281,220,8,23,18,127,5,10478,SALE_20AA
CMP_202501_B,INF_029BFE02,Macro,675214,YouTube,Short,2025-01-13,601900,247199,1607,64,120,62,7984,228,632172,SALE_FE02
CMP_202504_B,INF_975C1155,Nano,2412,YouTube,Long_Video,2025-04-23,1000,2467,144,3,8,9,82,3,11872,SALE_1155
CMP_202508_A,INF_0EEEBB94,Nano,7954,TikTok,Video,2025-08-09,1500,1679,122,1,23,6,10,0,0,SALE_BB94
CMP_202505_C,INF_2A02C743,Macro,844209,LinkedIn,Article,2025-05-29,915200,289482,4193,134,221,221,2942,146,873330,SALE_C743
CMP_202512_C,INF_A0AC00CC,Macro,971028,TikTok,Video,2025-12-03,181200,706440,8499,352,596,506,4175,83,81149,SALE_00CC
CMP_202507_A,INF_E392056F,Mega,4511493,Instagram,Carousel,2025-07-17,2106900,1779519,11862,296,1146,280,29891,344,352012,SALE_056F
CMP_202505_A,INF_D54EAE37,Nano,6162,LinkedIn,Article,2025-05-12,3400,4997,184,6,22,7,114,6,57267,SALE_AE37
CMP_202504_A,INF_E02CDC41,Micro,41955,YouTube,Short,2025-04-06,14900,41018,2043,57,145,82,1651,50,198684,SALE_DC41
CMP_202511_C,INF_1BC2B5F5,Micro,31685,YouTube,Short,2025-11-08,11400,10465,783,33,144,40,429,15,44832,SALE_B5F5
CMP_202508_B,INF_17EC05A6,Mid,344821,YouTube,Long_Video,2025-08-21,155900,4676891,34497,864,2237,3237,156334,5958,22692510,SALE_05A6
CMP_202509_B,INF_C7DB84DF,Micro,93097,TikTok,Video,2025-09-30,18200,37842,617,15,89,53,565,7,6672,SALE_84DF
CMP_202510_A,INF_FC8B4664,Micro,65838,TikTok,Video,2025-10-24,12700,65296,4347,167,611,356,512,10,5732,SALE_4664
CMP_202508_A,INF_A5B56481,Nano,7160,Instagram,Static_Post,2025-08-23,1500,10404,707,14,44,24,92,0,0,SALE_6481
CMP_202511_A,INF_3510B700,Nano,4340,YouTube,Short,2025-11-30,1200,1229,89,2,9,5,39,1,1787,SALE_B700
CMP_202504_A,INF_820BD992,Mid,410884,Instagram,Static_Post,2025-04-15,100900,359998,10429,313,735,309,6226,166,268063,SALE_D992
CMP_202511_B,INF_FC8B4664,Micro,65838,LinkedIn,Text_Post,2025-11-26,162800,18427,1228,47,228,103,439,2,20631,SALE_4664
CMP_202504_B,INF_86EA6E8D,Nano,1558,Instagram,Reel,2025-04-29,200,185,7,0,0,0,1,0,0,SALE_6E8D
CMP_202511_B,INF_BDB34C2E,Macro,645721,LinkedIn,Article,2025-11-22,537200,415685,19603,326,3812,1291,9231,453,2985751,SALE_4C2E
CMP_202512_C,INF_8899E1F7,Macro,516602,YouTube,Long_Video,2025-12-21,513600,165666,5694,245,343,218,5218,234,692366,SALE_E1F7
CMP_202504_B,INF_A1C41006,Mid,112874,YouTube,Short,2025-04-10,40700,26712,492,19,84,37,856,28,85004,SALE_1006
CMP_202509_B,INF_69BB457B,Macro,857519,LinkedIn,Text_Post,2025-09-16,1568600,354465,6225,73,1098,456,8061,384,5162264,SALE_457B
CMP_202505_C,INF_7AA9FDA6,Macro,690067,YouTube,Long_Video,2025-05-31,813600,484973,11564,329,869,477,15651,466,944930,SALE_FDA6
CMP_202501_C,INF_A997D4F2,Micro,98797,LinkedIn,Text_Post,2025-01-15,149300,17656,681,17,60,61,339,15,119398,SALE_D4F2
CMP_202504_A,INF_AB3C8E86,Nano,9690,TikTok,Video,2025-04-22,200,40329,2561,80,226,139,717,17,11098,SALE_8E86
CMP_202507_C,INF_A99E82C7,Macro,826669,YouTube,Short,2025-07-05,372600,940160,10317,471,1701,241,20653,764,1481823,SALE_82C7
CMP_202507_B,INF_D177EA79,Micro,76381,Instagram,Carousel,2025-07-20,27000,132239,6219,207,342,547,2559,44,93217,SALE_EA79
CMP_202505_C,INF_2E07CB77,Micro,98626,Instagram,Carousel,2025-05-20,39900,29225,2309,89,247,224,389,7,15453,SALE_CB77
CMP_202511_B,INF_7186F872,Macro,830378,LinkedIn,Text_Post,2025-11-26,903200,1173068,16528,791,2765,1032,19888,1058,13127578,SALE_F872
CMP_202502_B,INF_FFA5AE10,Micro,79809,YouTube,Long_Video,2025-02-10,73800,32648,1829,69,280,98,1083,44,151908,SALE_AE10
CMP_202509_B,INF_103F8AC7,Micro,68831,YouTube,Short,2025-09-25,37600,31295,1483,63,135,122,1127,43,94793,SALE_8AC7
CMP_202503_A,INF_D6249A3D,Micro,15873,Instagram,Carousel,2025-03-07,3500,18906,818,22,50,59,231,4,3227,SALE_9A3D
CMP_202503_B,INF_7AA3671F,Macro,600386,LinkedIn,Article,2025-03-25,380000,1878939,70699,3164,13222,6205,38325,1996,15084262,SALE_671F
CMP_202512_C,INF_37B0434A,Nano,1902,YouTube,Short,2025-12-09,700,419,20,0,1,1,14,0,0,SALE_434A
CMP_202507_A,INF_370CDC53,Nano,8526,TikTok,Video,2025-07-15,1400,5762,86,4,9,4,45,0,0,SALE_DC53
CMP_202504_A,INF_4D68421B,Nano,2826,Instagram,Carousel,2025-04-11,200,438,31,0,4,2,8,0,0,SALE_421B
CMP_202501_A,INF_94070AEB,Nano,7472,Instagram,Reel,2025-01-25,1200,4359,122,4,8,2,42,0,0,SALE_0AEB
CMP_202505_A,INF_56ED6300,Mid,112495,TikTok,Video,2025-05-09,14200,244326,10433,349,1221,579,4224,65,81873,SALE_6300
CMP_202509_B,INF_066F0300,Mid,228199,LinkedIn,Text_Post,2025-09-10,178500,99190,4412,102,792,284,1317,62,629885,SALE_0300
CMP_202509_C,INF_F593D8FC,Nano,4485,YouTube,Short,2025-09-07,2100,2341,66,1,11,5,88,3,9524,SALE_D8FC
CMP_202504_C,INF_FDEE099F,Micro,65176,TikTok,Video,2025-04-12,2700,149538,4527,62,532,396,314,4,3956,SALE_099F
CMP_202512_C,INF_A8C47052,Mid,316203,Instagram,Static_Post,2025-12-21,45100,442325,19600,524,2740,1704,7963,197,269887,SALE_7052
CMP_202503_C,INF_E8863D83,Micro,74299,Instagram,Reel,2025-03-30,19500,35568,1818,22,303,52,733,17,31050,SALE_3D83
CMP_202505_C,INF_0B455EB5,Nano,1374,Instagram,Reel,2025-05-22,400,506,31,0,3,2,7,0,0,SALE_5EB5
CMP_202509_C,INF_9EF163FD,Mega,1179746,LinkedIn,Article,2025-09-27,921200,755166,18661,404,2936,1326,7878,429,5337782,SALE_63FD
CMP_202508_B,INF_AAB6824E,Micro,28893,Instagram,Static_Post,2025-08-26,3600,32423,1719,40,89,138,593,8,17489,SALE_824E
CMP_202512_A,INF_75C5ABEF,Nano,5159,YouTube,Long_Video,2025-12-03,3700,5099,235,3,39,13,211,8,24175,SALE_ABEF
CMP_202509_A,INF_0DC1A5F5,Micro,29292,YouTube,Long_Video,2025-09-24,24800,33451,895,12,70,55,1238,42,139308,SALE_A5F5
CMP_202506_C,INF_CFF1AA6C,Mid,170493,Instagram,Reel,2025-06-01,50600,71578,5522,220,1077,412,1454,34,28790,SALE_AA6C
CMP_202503_B,INF_173DB7EB,Nano,5335,YouTube,Short,2025-03-15,2800,6524,465,22,64,38,233,9,31988,SALE_B7EB
CMP_202511_A,INF_50833040,Mid,283184,YouTube,Short,2025-11-19,287500,163719,4188,183,756,125,5490,235,413629,SALE_3040
CMP_202512_C,INF_0934D044,Nano,5218,TikTok,Video,2025-12-01,500,11314,681,12,66,33,137,1,1397,SALE_D044
CMP_202511_A,INF_C4FFC7BD,Nano,3131,LinkedIn,Text_Post,2025-11-28,3000,1527,49,2,5,3,34,1,7112,SALE_C7BD
CMP_202509_B,INF_FE64FE0B,Micro,94627,LinkedIn,Article,2025-09-26,140700,16382,990,42,101,22,337,16,88403,SALE_FE0B
CMP_202509_B,INF_1A988E01,Nano,6498,YouTube,Long_Video,2025-09-28,2900,3386,168,4,19,10,143,6,25881,SALE_8E01
CMP_202505_B,INF_6A14E602,Micro,42170,YouTube,Short,2025-05-28,30500,59700,1356,56,104,38,2338,110,265721,SALE_E602
CMP_202505_A,INF_77F3DC14,Micro,78195,LinkedIn,Article,2025-05-06,78900,40769,2235,66,319,77,697,31,298447,SALE_DC14
CMP_202501_A,INF_A4A49A99,Nano,8706,LinkedIn,Text_Post,2025-01-24,16400,1816,75,3,14,2,27,1,8537,SALE_9A99
CMP_202512_C,INF_91DC9128,Mid,347799,Instagram,Story,2025-12-21,38700,220275,8462,238,1691,683,3287,52,55990,SALE_9128
CMP_202512_B,INF_FA69200B,Micro,11428,YouTube,Short,2025-12-02,4300,29192,1328,54,73,28,888,33,69613,SALE_200B
CMP_202507_C,INF_5E01D8FC,Micro,66196,TikTok,Video,2025-07-29,11100,9786,689,25,131,39,110,1,1489,SALE_D8FC
CMP_202501_B,INF_269A5744,Mid,433325,LinkedIn,Article,2025-01-24,381800,1253759,29104,790,4039,2881,18775,908,6709579,SALE_5744
CMP_202504_B,INF_49201E3D,Nano,1540,Instagram,Carousel,2025-04-26,300,1126,31,0,2,2,13,0,0,SALE_1E3D
CMP_202510_C,INF_029BFE02,Macro,675214,YouTube,Long_Video,2025-10-26,281300,199661,1934,26,200,138,7461,230,682056,SALE_FE02
CMP_202511_A,INF_A086CC7C,Mid,431201,LinkedIn,Text_Post,2025-11-27,543000,302350,6978,330,640,352,5276,195,2378969,SALE_CC7C
CMP_202503_A,INF_489A0500,Nano,1120,TikTok,Video,2025-03-09,200,7612,454,9,82,26,87,1,1429,SALE_0500
CMP_202510_C,INF_50CB35BD,Micro,46435,YouTube,Long_Video,2025-10-29,12900,65681,2077,57,365,127,2611,109,423465,SALE_35BD
CMP_202511_A,INF_4B507353,Nano,3521,Instagram,Reel,2025-11-01,300,3646,103,3,13,6,41,0,0,SALE_7353
CMP_202503_C,INF_115880DD,Micro,99101,Instagram,Story,2025-03-14,23600,361476,8897,171,895,296,4927,132,166843,SALE_80DD
CMP_202512_A,INF_34DDE013,Nano,2942,LinkedIn,Text_Post,2025-12-02,4000,2231,148,2,9,12,55,3,28945,SALE_E013
CMP_202501_B,INF_C36F8B2F,Micro,67726,TikTok,Video,2025-01-14,13100,7922,555,17,57,48,35,0,0,SALE_8B2F
CMP_202503_A,INF_08B78123,Macro,897323,TikTok,Video,2025-03-05,48500,501935,10451,212,1793,772,5609,57,59672,SALE_8123
CMP_202502_B,INF_475B4B0F,Nano,1459,LinkedIn,Article,2025-02-12,1300,1848,87,2,9,6,22,1,9245,SALE_4B0F
CMP_202506_B,INF_835886EC,Micro,64857,LinkedIn,Text_Post,2025-06-15,45700,30960,1839,30,338,133,573,33,383025,SALE_86EC
CMP_202502_C,INF_C1D34299,Nano,5979,Instagram,Carousel,2025-02-14,700,5486,217,3,27,9,81,0,0,SALE_4299
CMP_202503_C,INF_C5C8AB05,Mid,487091,YouTube,Long_Video,2025-03-09,359600,114917,3535,63,642,348,3795,152,654607,SALE_AB05
CMP_202512_B,INF_C36F8B2F,Micro,67726,LinkedIn,Article,2025-12-07,78900,72660,4383,63,766,297,1908,91,800092,SALE_8B2F
CMP_202506_A,INF_C7747362,Nano,9565,YouTube,Long_Video,2025-06-08,7900,6941,531,14,50,32,191,9,36201,SALE_7362
CMP_202506_A,INF_72941FFE,Nano,3538,YouTube,Long_Video,2025-06-29,1000,1369,99,4,15,9,41,0,0,SALE_1FFE
CMP_202510_C,INF_AA76F3F6,Nano,7732,YouTube,Long_Video,2025-10-01,1300,583,18,0,3,0,21,0,0,SALE_F3F6
CMP_202502_A,INF_AA76F3F6,Nano,7732,TikTok,Video,2025-02-23,1000,11680,738,7,120,31,205,3,2162,SALE_F3F6
CMP_202502_B,INF_429F0318,Micro,25529,Instagram,Story,2025-02-23,13900,16765,314,15,17,6,406,9,8128,SALE_0318
CMP_202508_A,INF_27A031D6,Macro,576668,LinkedIn,Article,2025-08-29,586800,269613,10290,174,1739,349,5272,258,2428102,SALE_31D6
CMP_202506_A,INF_0F226EE0,Nano,4092,TikTok,Video,2025-06-24,900,12144,614,13,39,39,176,1,764,SALE_6EE0
CMP_202502_A,INF_9737C2D2,Nano,4907,TikTok,Video,2025-02-25,900,1240,76,3,7,6,18,0,0,SALE_C2D2
CMP_202508_C,INF_7BE1FA60,Micro,85716,Instagram,Static_Post,2025-08-07,30000,40352,2705,121,293,188,940,25,35042,SALE_FA60
CMP_202509_B,INF_EF8EB0D7,Micro,53150,YouTube,Long_Video,2025-09-16,34000,28408,306,10,51,10,839,41,85373,SALE_B0D7
CMP_202501_C,INF_4FEF329B,Micro,29043,LinkedIn,Article,2025-01-06,25500,18718,259,3,33,16,481,26,232144,SALE_329B
CMP_202505_B,INF_FC986CF6,Nano,7698,YouTube,Long_Video,2025-05-18,6900,2133,166,6,14,13,73,2,9104,SALE_6CF6
CMP_202505_C,INF_4CA220CC,Mega,1152498,TikTok,Video,2025-05-20,44700,599884,22511,394,3781,1191,6597,159,195686,SALE_20CC
CMP_202502_A,INF_C86A79E8,Micro,88549,LinkedIn,Text_Post,2025-02-20,56700,36232,475,16,80,19,736,34,406897,SALE_79E8
CMP_202509_A,INF_C7DB84DF,Micro,93097,YouTube,Short,2025-09-21,18800,27954,1894,61,97,177,965,34,76648,SALE_84DF
CMP_202505_C,INF_5F470180,Micro,51533,YouTube,Long_Video,2025-05-23,20200,46372,922,41,166,79,1590,63,313931,SALE_0180
CMP_202501_B,INF_4CCB2FDB,Macro,978979,Instagram,Carousel,2025-01-16,312400,378109,3624,105,597,347,1978,46,74370,SALE_2FDB
CMP_202504_A,INF_D8E09B54,Mid,339542,TikTok,Video,2025-04-22,83100,2494919,90210,1606,17960,2183,27488,273,181246,SALE_9B54
CMP_202506_A,INF_99C36354,Mid,107229,TikTok,Video,2025-06-25,26700,41469,1305,46,210,120,41,0,0,SALE_6354
CMP_202503_A,INF_4977BF80,Mid,208478,TikTok,Video,2025-03-27,61800,573907,17779,320,3554,1752,6880,126,93263,SALE_BF80
CMP_202501_A,INF_2A23ACEF,Mid,498188,Instagram,Story,2025-01-21,202900,427985,5862,61,913,269,1221,24,35134,SALE_ACEF
CMP_202501_C,INF_39DBC055,Mid,118252,Instagram,Story,2025-01-03,25200,52724,4010,93,321,369,581,15,19191,SALE_C055
CMP_202502_C,INF_7759DFF0,Micro,32543,Instagram,Carousel,2025-02-14,5200,13621,783,37,48,74,162,3,3629,SALE_DFF0
CMP_202506_A,INF_31CFC71D,Micro,28688,Instagram,Carousel,2025-06-03,4200,22185,1538,19,212,128,236,0,0,SALE_C71D
CMP_202506_B,INF_9EF163FD,Mega,1179746,TikTok,Video,2025-06-15,164900,13533042,644983,21564,80127,56103,71491,1074,1015511,SALE_63FD
CMP_202501_A,INF_CADC7E2E,Mid,405098,LinkedIn,Article,2025-01-14,280300,625190,8433,138,462,793,12467,583,4830232,SALE_7E2E
CMP_202512_A,INF_0EEEBB94,Nano,7954,LinkedIn,Article,2025-12-20,6300,4806,334,4,17,20,104,5,56635,SALE_BB94
CMP_202505_B,INF_31EA1889,Micro,37548,LinkedIn,Text_Post,2025-05-28,37900,4771,218,2,40,4,129,0,0,SALE_1889
CMP_202502_C,INF_5C05D4B4,Nano,9942,TikTok,Video,2025-02-03,1100,85709,6464,322,374,533,1021,12,9665,SALE_D4B4
CMP_202510_C,INF_D48C4E77,Micro,38844,YouTube,Short,2025-10-08,25000,31152,2404,38,459,227,1245,44,215891,SALE_4E77
CMP_202502_A,INF_30C4476D,Micro,90024,TikTok,Video,2025-02-05,7100,43227,1872,62,267,121,484,10,10306,SALE_476D
CMP_202502_B,INF_F9684086,Micro,22006,Instagram,Carousel,2025-02-09,3200,22754,969,33,164,22,175,4,7926,SALE_4086
CMP_202510_A,INF_D6F83B34,Mid,383163,YouTube,Short,2025-10-29,434400,285893,10670,146,2010,975,8246,316,1376592,SALE_3B34
CMP_202503_C,INF_66DCFBE0,Nano,8669,LinkedIn,Article,2025-03-12,9100,5674,245,4,44,13,115,0,0,SALE_FBE0
CMP_202506_A,INF_93A05D0A,Micro,26418,TikTok,Video,2025-06-04,2700,26947,1847,66,184,120,334,7,9751,SALE_5D0A
CMP_202512_A,INF_289C3DC2,Nano,5439,LinkedIn,Text_Post,2025-12-16,11500,4981,195,7,12,13,83,3,15782,SALE_3DC2
CMP_202503_C,INF_7C727346,Micro,83765,LinkedIn,Article,2025-03-07,81700,59755,3993,142,529,277,1191,63,896466,SALE_7346
CMP_202502_C,INF_657CF80B,Micro,32424,Instagram,Reel,2025-02-03,8400,14531,893,40,82,28,211,4,6226,SALE_F80B
CMP_202512_B,INF_A086CC7C,Mid,431201,YouTube,Short,2025-12-20,192700,69540,3518,39,500,220,2723,121,200310,SALE_CC7C
CMP_202503_C,INF_3C00544B,Micro,35267,YouTube,Short,2025-03-11,8800,17126,1333,52,220,48,674,24,95478,SALE_544B
CMP_202507_A,INF_D8E09B54,Mid,339542,TikTok,Video,2025-07-01,16700,124008,4815,192,423,284,2706,36,27600,SALE_9B54
CMP_202504_C,INF_99DE82B6,Nano,6608,LinkedIn,Article,2025-04-03,6700,14493,359,9,22,14,292,14,130149,SALE_82B6
CMP_202509_B,INF_5DD5152F,Nano,2531,LinkedIn,Article,2025-09-18,2100,2161,82,2,7,7,43,2,21681,SALE_152F
CMP_202511_A,INF_AD6BC8A9,Micro,74371,TikTok,Video,2025-11-24,10700,90938,1338,58,111,86,720,6,8719,SALE_C8A9
CMP_202508_A,INF_404FC808,Micro,70918,TikTok,Video,2025-08-26,8300,28489,1704,42,173,75,477,8,9975,SALE_C808
CMP_202511_C,INF_12EEABA5,Nano,4444,Instagram,Story,2025-11-20,2600,5143,341,11,22,30,133,4,7868,SALE_ABA5
CMP_202503_C,INF_F9684086,Micro,22006,LinkedIn,Text_Post,2025-03-06,13800,3470,91,2,8,7,62,3,22394,SALE_4086
CMP_202503_C,INF_40D12D7C,Micro,88607,Instagram,Reel,2025-03-24,14100,100618,4377,96,627,306,1432,16,29393,SALE_2D7C
CMP_202511_B,INF_9D22B3B7,Mid,221528,LinkedIn,Text_Post,2025-11-11,64600,122117,3598,122,522,126,2191,108,1270371,SALE_B3B7
CMP_202503_C,INF_C3C32929,Micro,65894,TikTok,Video,2025-03-30,3200,60939,4088,151,310,295,459,5,3413,SALE_2929
CMP_202503_B,INF_B3D6E5C3,Nano,4169,Instagram,Story,2025-03-30,3500,1382,70,1,6,3,21,0,0,SALE_E5C3
CMP_202502_B,INF_63FDB9CD,Micro,12925,LinkedIn,Text_Post,2025-02-06,5000,6629,527,6,70,49,158,8,70165,SALE_B9CD
CMP_202511_B,INF_94070AEB,Nano,7472,YouTube,Short,2025-11-14,2600,3328,256,9,29,13,126,4,9348,SALE_0AEB
CMP_202501_C,INF_010F0C1F,Mid,101331,YouTube,Long_Video,2025-01-12,34100,99461,3299,64,277,139,3406,121,503504,SALE_0C1F
CMP_202508_B,INF_A1C41006,Mid,112874,Instagram,Carousel,2025-08-30,31100,19055,1325,32,67,31,75,1,1825,SALE_1006
CMP_202506_B,INF_99C36354,Mid,107229,YouTube,Short,2025-06-29,28600,63266,2856,50,201,225,2235,82,356253,SALE_6354
CMP_202501_A,INF_B865B8BD,Mid,195165,LinkedIn,Text_Post,2025-01-07,82800,67431,5099,123,277,325,1391,69,914896,SALE_B8BD
CMP_202504_A,INF_9771B250,Micro,66983,LinkedIn,Article,2025-04-29,37300,31013,1036,41,103,68,824,48,380617,SALE_B250
CMP_202511_A,INF_8C36DB09,Nano,6560,TikTok,Video,2025-11-05,1200,15727,1073,47,191,40,224,3,3571,SALE_DB09
CMP_202510_C,INF_ABDF444C,Micro,53239,TikTok,Video,2025-10-22,7600,144626,2767,113,483,108,1068,26,18261,SALE_444C
CMP_202503_A,INF_CD0F2300,Mid,275545,YouTube,Long_Video,2025-03-09,194700,219831,9005,210,1295,418,9508,42,160821,SALE_2300
CMP_202501_B,INF_CDD7EFD5,Mid,216382,YouTube,Long_Video,2025-01-27,115500,123820,1227,50,61,78,4506,203,709481,SALE_EFD5
CMP_202511_A,INF_960AA238,Mid,159050,Instagram,Reel,2025-11-11,18700,115339,5085,203,943,183,894,24,28451,SALE_A238
CMP_202511_A,INF_0B3A0904,Micro,76844,YouTube,Short,2025-11-17,67200,114235,2138,49,261,119,3934,156,720765,SALE_0904
CMP_202503_C,INF_FD79A763,Micro,50783,TikTok,Video,2025-03-30,9000,162591,3786,48,610,88,2811,33,37578,SALE_A763
CMP_202510_A,INF_BDFBF6C5,Micro,96082,YouTube,Short,2025-10-24,147400,69641,2976,134,384,107,2600,117,256215,SALE_F6C5
CMP_202512_B,INF_720BC53C,Nano,7938,TikTok,Video,2025-12-20,1900,3407,107,2,11,3,16,0,0,SALE_C53C
CMP_202501_A,INF_BABD603D,Nano,7597,Instagram,Static_Post,2025-01-20,2100,11740,438,11,42,34,209,3,4175,SALE_603D
CMP_202504_B,INF_C35D8F72,Nano,2636,TikTok,Video,2025-04-04,400,1663,62,1,6,4,12,0,0,SALE_8F72
CMP_202501_A,INF_C405F85C,Mid,410721,TikTok,Video,2025-01-31,93100,267577,7273,243,697,600,903,17,9234,SALE_F85C
CMP_202508_B,INF_FB12C8AA,Micro,79776,TikTok,Video,2025-08-16,13500,60884,4034,81,526,297,95,1,1154,SALE_C8AA
CMP_202508_B,INF_3B8C1D32,Micro,20438,TikTok,Video,2025-08-08,3900,9093,170,6,29,8,64,0,0,SALE_1D32
CMP_202512_C,INF_CEB14040,Nano,3273,TikTok,Video,2025-12-08,700,1814,106,4,14,4,22,0,0,SALE_4040
CMP_202511_B,INF_3510B700,Nano,4340,TikTok,Video,2025-11-01,400,37487,1105,45,142,48,484,11,9569,SALE_B700
CMP_202503_C,INF_826E25F6,Nano,7299,LinkedIn,Article,2025-03-23,6100,2048,62,0,7,5,33,0,0,SALE_25F6
CMP_202505_A,INF_4044D3B2,Nano,8095,YouTube,Long_Video,2025-05-25,11800,5395,128,6,14,3,216,9,44193,SALE_D3B2
CMP_202504_A,INF_CE48481E,Nano,4791,LinkedIn,Text_Post,2025-04-27,5000,3891,305,11,23,16,94,4,30380,SALE_481E
CMP_202511_A,INF_466C48AD,Nano,4806,LinkedIn,Text_Post,2025-11-04,3800,12035,506,9,96,26,229,10,60734,SALE_48AD
CMP_202501_A,INF_D289F836,Nano,8905,YouTube,Short,2025-01-24,2800,4399,312,4,22,22,159,0,0,SALE_F836
CMP_202506_A,INF_ECEF44B5,Nano,2075,YouTube,Long_Video,2025-06-23,800,192,14,0,0,0,7,0,0,SALE_44B5
CMP_202503_C,INF_84F02417,Nano,9881,TikTok,Video,2025-03-16,1600,10584,433,6,32,42,51,1,1273,SALE_2417
CMP_202511_A,INF_D024F3A3,Nano,9393,YouTube,Short,2025-11-15,1800,4068,324,8,46,22,137,5,7822,SALE_F3A3
CMP_202512_A,INF_111561D7,Nano,6382,Instagram,Carousel,2025-12-11,900,2076,156,4,29,11,29,0,0,SALE_61D7
CMP_202504_A,INF_975C1155,Nano,2412,YouTube,Short,2025-04-08,500,1740,93,3,11,2,54,0,0,SALE_1155
CMP_202504_A,INF_78C60FC7,Micro,80019,LinkedIn,Article,2025-04-29,93800,168021,1391,57,264,64,2118,102,518309,SALE_0FC7
CMP_202502_A,INF_2851CFDD,Micro,66555,YouTube,Long_Video,2025-02-27,40400,15762,702,12,130,53,636,25,50278,SALE_CFDD
CMP_202511_B,INF_8ED07674,Micro,12505,Instagram,Story,2025-11-28,3100,17996,1331,29,232,102,305,6,10536,SALE_7674
CMP_202509_A,INF_6374E12B,Nano,9656,TikTok,Video,2025-09-16,1700,112336,4532,49,368,280,1259,17,17311,SALE_E12B
CMP_202502_B,INF_C322D873,Nano,3590,TikTok,Video,2025-02-25,400,2154,33,1,2,2,30,0,0,SALE_D873
CMP_202505_C,INF_7BFD2208,Mid,459321,LinkedIn,Article,2025-05-04,763500,501064,15471,562,1840,823,9781,54,524838,SALE_2208
CMP_202511_A,INF_4352EE46,Micro,91022,Instagram,Story,2025-11-13,76700,134339,4775,230,877,385,721,9,12111,SALE_EE46
CMP_202505_C,INF_7327B0B2,Nano,1181,TikTok,Video,2025-05-02,200,1250,69,1,10,2,18,0,0,SALE_B0B2
CMP_202512_B,INF_319FF355,Mid,305507,TikTok,Video,2025-12-25,26500,1269546,43349,1197,7325,3653,15079,156,147367,SALE_F355
CMP_202511_B,INF_111561D7,Nano,6382,Instagram,Carousel,2025-11-01,900,1912,121,3,19,4,23,0,0,SALE_61D7
CMP_202508_C,INF_07DA46DD,Micro,35211,LinkedIn,Text_Post,2025-08-17,78500,19962,1400,54,194,105,375,18,153612,SALE_46DD
CMP_202511_B,INF_BABD603D,Nano,7597,TikTok,Video,2025-11-07,1800,19670,1235,61,241,120,472,7,9272,SALE_603D
CMP_202512_A,INF_7F2A2E1A,Macro,932419,YouTube,Short,2025-12-08,1179500,713716,10447,280,1725,701,25070,775,3003951,SALE_2E1A
CMP_202507_B,INF_E7E4AD08,Nano,6554,TikTok,Video,2025-07-23,700,3135,148,4,11,6,27,0,0,SALE_AD08
CMP_202510_B,INF_26D52699,Micro,41843,Instagram,Story,2025-10-14,8400,31682,318,3,55,8,277,6,6932,SALE_2699
CMP_202507_A,INF_B5301F32,Micro,50709,Instagram,Reel,2025-07-16,21400,18554,582,7,46,56,247,8,9511,SALE_1F32
CMP_202511_B,INF_EF988DAE,Micro,49827,Instagram,Static_Post,2025-11-19,7200,9265,329,11,58,11,206,0,0,SALE_8DAE
CMP_202510_C,INF_9A366EF9,Micro,10186,LinkedIn,Article,2025-10-15,8600,1929,96,3,10,5,41,2,18370,SALE_6EF9
CMP_202501_B,INF_5CA89EF8,Micro,86827,TikTok,Video,2025-01-27,9300,89075,6519,140,1143,417,408,5,5697,SALE_9EF8
